Slovo;Číslo;Slovo2;Číslo2
Teraz;;Teraz;
ťa;jednotné;ťa;jednotné
pozývam;jednotné;pozývam;jednotné
ja;množné;ja;jednotné
povedal;jednotné;povedal;jednotné
som;jednotné;som;jednotné
ale;;ale;
odvetila;jednotné;odvetila;jednotné
že;;že;
nič;množné;nič;jednotné
Irma;jednotné;Irma;jednotné
mala;;mala;jednotné
šťastie;jednotné;šťastie;jednotné
Zmĺkol;jednotné;Zmĺkol;jednotné
som;jednotné;som;jednotné
Zachvátil;jednotné;Zachvátil;jednotné
ma;jednotné;ma;jednotné
jeden;jednotné;jeden;jednotné
z;množné;z;
mojich;množné;mojich;množné
depresívnych;množné;depresívnych;množné
stavov;množné;stavov;množné
a;množné;a;
prepadol;jednotné;prepadol;jednotné
som;jednotné;som;jednotné
sa;;sa;
do;;do;
hlbín;množné;hlbín;množné
absurdnosti;množné;absurdnosti;jednotné
Vytrhol;jednotné;Vytrhol;jednotné
som;jednotné;som;jednotné
mu;jednotné;mu;jednotné
ho;;ho;jednotné
a;množné;a;
opäť;;opäť;
som;jednotné;som;jednotné
ho;;ho;jednotné
vypil;jednotné;vypil;jednotné
až;;až;
do;;do;
dna;jednotné;dna;jednotné
Keď;;Keď;
som;jednotné;som;jednotné
tak;;tak;
urobil;jednotné;urobil;jednotné
spamätal;jednotné;spamätal;jednotné
som;jednotné;som;jednotné
sa;;sa;
Poprosil;jednotné;Poprosil;jednotné
som;jednotné;som;jednotné
ju;jednotné;ju;jednotné
aby;jednotné;aby;
ma;jednotné;ma;jednotné
odprevadila;jednotné;odprevadila;jednotné
domov;jednotné;domov;
Vonku;;Vonku;
stále;;stále;
pršalo;jednotné;pršalo;jednotné
Moja;jednotné;Moja;jednotné
myseľ;jednotné;myseľ;jednotné
opäť;;opäť;
postrehla;jednotné;postrehla;jednotné
akúsi;jednotné;akúsi;jednotné
súvislosť;jednotné;súvislosť;jednotné
medzi;;medzi;
autom;jednotné;autom;jednotné
a;množné;a;
týmito;množné;týmito;množné
dvoma;množné;dvoma;množné
mužmi;množné;mužmi;množné
naštartovala;jednotné;naštartovala;jednotné
auto;jednotné;auto;jednotné
Išli;množné;Išli;množné
sme;množné;sme;množné
až;;až;
k;množné;k;
nášmu;jednotné;nášmu;jednotné
vchodu;jednotné;vchodu;jednotné
na;;na;
zadnej;jednotné;zadnej;jednotné
strane;jednotné;strane;jednotné
domu;jednotné;domu;jednotné
a;množné;a;
celou;jednotné;celou;jednotné
cestou;;cestou;jednotné
sme;množné;sme;množné
mlčali;množné;mlčali;množné
Kto;jednotné;Kto;jednotné
ti;jednotné;ti;jednotné
povedal;jednotné;povedal;jednotné
že;;že;
si;;si;jednotné
starec;jednotné;starec;jednotné
A;;A;
pokiaľ;;pokiaľ;
ide;jednotné;ide;jednotné
o;;o;
Taliana;jednotné;Taliana;jednotné
sám;jednotné;sám;jednotné
ho;;ho;jednotné
uvidíš;jednotné;uvidíš;jednotné
Svojho;jednotné;Svojho;jednotné
dôstojníka;jednotné;dôstojníka;jednotné
KFOR;;KFOR;
priviedla;jednotné;priviedla;jednotné
Irma;jednotné;Irma;jednotné
domov;jednotné;domov;
o;;o;
tri;množné;tri;množné
dni;jednotné;dni;množné
Pri;;Pri;
tejto;jednotné;tejto;jednotné
príležitosti;množné;príležitosti;jednotné
som;jednotné;som;jednotné
zistil;jednotné;zistil;jednotné
že;;že;
o;;o;
tom;jednotné;tom;jednotné
čo;jednotné;čo;jednotné
sa;;sa;
deje;množné;deje;jednotné
už;;už;
tri;množné;tri;množné
mesiace;množné;mesiace;množné
sa;;sa;
dozvedám;jednotné;dozvedám;jednotné
ako;;ako;
posledný;jednotné;posledný;jednotné
Podľa;;Podľa;
pokynov;množné;pokynov;množné
samotná;jednotné;samotná;jednotné
Irma;jednotné;Irma;jednotné
vybavovala;jednotné;vybavovala;jednotné
všelijaké;množné;všelijaké;množné
formality;množné;formality;množné
ma;jednotné;ma;jednotné
poprosili;množné;poprosili;množné
aby;jednotné;aby;
som;jednotné;som;jednotné
odišiel;jednotné;odišiel;jednotné
z;množné;z;
domu;jednotné;domu;jednotné
a;množné;a;
vrátil;jednotné;vrátil;jednotné
sa;;sa;
podľa;;podľa;
možnosti;množné;možnosti;jednotné
až;;až;
večer;jednotné;večer;
Keď;;Keď;
uplynul;jednotné;uplynul;jednotné
tretí;jednotné;tretí;jednotné
deň;jednotné;deň;jednotné
a;množné;a;
ja;množné;ja;jednotné
som;jednotné;som;jednotné
sa;;sa;
v;;v;
ten;jednotné;ten;jednotné
večer;jednotné;večer;jednotné
konečne;;konečne;
ocitol;jednotné;ocitol;jednotné
sám;jednotné;sám;jednotné
bol;množné;bol;jednotné
som;jednotné;som;jednotné
na;;na;
pokraji;jednotné;pokraji;jednotné
nervového;jednotné;nervového;jednotné
vyčerpania;množné;vyčerpania;jednotné
sa;;sa;
mu;jednotné;mu;jednotné
po;;po;
taliansky;jednotné;taliansky;
Podľa;;Podľa;
mňa;jednotné;mňa;jednotné
Talianom;množné;Talianom;množné
štúdium;jednotné;štúdium;jednotné
cudzích;množné;cudzích;množné
jazykov;množné;jazykov;množné
A;;A;
obidve;množné;obidve;množné
fotografie;množné;fotografie;množné
boli;množné;boli;množné
z;množné;z;
čias;množné;čias;množné
ich;množné;ich;jednotné
mladosti;množné;mladosti;jednotné
Potom;;Potom;
sa;;sa;
návštevník;jednotné;návštevník;jednotné
obrátil;jednotné;obrátil;jednotné
k;množné;k;
rámu;jednotné;rámu;jednotné
kde;;kde;
bol;množné;bol;jednotné
otec;jednotné;otec;jednotné
Cieľom;množné;Cieľom;jednotné
tejto;jednotné;tejto;jednotné
druhej;jednotné;druhej;jednotné
fázy;množné;fázy;jednotné
bolo;jednotné;bolo;jednotné
znepokojiť;;znepokojiť;
dôstojníka;jednotné;dôstojníka;jednotné
KFOR;;KFOR;
Vlastne;;Vlastne;
jej;množné;jej;jednotné
rodina;jednotné;rodina;jednotné
bola;jednotné;bola;jednotné
veľmi;;veľmi;
bohatá;jednotné;bohatá;jednotné
V;;V;
polovici;jednotné;polovici;jednotné
minulého;jednotné;minulého;jednotné
storočia;množné;storočia;jednotné
ich;množné;ich;množné
slávny;jednotné;slávny;jednotné
albánsky;jednotné;albánsky;jednotné
agrárny;jednotné;agrárny;jednotné
proletariát;jednotné;proletariát;jednotné
pripravil;jednotné;pripravil;jednotné
o;;o;
všetko;jednotné;všetko;jednotné
bohatstvo;jednotné;bohatstvo;jednotné
Takéto;množné;Takéto;jednotné
pokračuje;jednotné;pokračuje;jednotné
v;;v;
iných;množné;iných;množné
formách;množné;formách;množné
aj;;aj;
dnes;;dnes;
Viem;jednotné;Viem;jednotné
o;;o;
vás;množné;vás;množné
všetko;jednotné;všetko;jednotné
Pechota;jednotné;Pechota;jednotné
pozostáva;jednotné;pozostáva;jednotné
z;množné;z;
jediného;jednotné;jediného;jednotné
vojaka;jednotné;vojaka;jednotné
Nie;;Nie;
nadarmo;;nadarmo;
som;jednotné;som;jednotné
v;;v;
mladosti;množné;mladosti;jednotné
ešte;;ešte;
pred;;pred;
býval;jednotné;býval;jednotné
priaznivcom;množné;priaznivcom;jednotné
Dobre;;Dobre;
som;jednotné;som;jednotné
poznal;jednotné;poznal;jednotné
mená;množné;mená;množné
všetkých;množné;všetkých;množné
dobových;množné;dobových;množné
talianskych;množné;talianskych;množné
spevákov;množné;spevákov;množné
aj;;aj;
všetkých;množné;všetkých;množné
futbalistov;množné;futbalistov;množné
Naozaj;;Naozaj;
ste;jednotné;ste;množné
Ilúzia;jednotné;Ilúzia;jednotné
takejto;jednotné;takejto;jednotné
taktiky;množné;taktiky;jednotné
dlho;;dlho;
Kurz;jednotné;Kurz;jednotné
dolára;jednotné;dolára;jednotné
trochu;množné;trochu;jednotné
klesol;jednotné;klesol;jednotné
pomyslel;jednotné;pomyslel;jednotné
som;jednotné;som;jednotné
si;;si;
Nakoniec;;Nakoniec;
obrazovka;jednotné;obrazovka;jednotné
môjho;jednotné;môjho;jednotné
mozgu;jednotné;mozgu;jednotné
zhasla;jednotné;zhasla;jednotné
a;množné;a;
uprostred;;uprostred;
nej;jednotné;nej;jednotné
zostal;jednotné;zostal;jednotné
jeden;jednotné;jeden;jednotné
bod;jednotné;bod;jednotné
Vstal;jednotné;Vstal;jednotné
som;jednotné;som;jednotné
a;množné;a;
otočil;jednotné;otočil;jednotné
som;jednotné;som;jednotné
sa;;sa;
mu;jednotné;mu;jednotné
chrbtom;množné;chrbtom;jednotné
Zobudil;jednotné;Zobudil;jednotné
ma;jednotné;ma;jednotné
zvonček;jednotné;zvonček;jednotné
pri;;pri;
dverách;množné;dverách;množné
bytu;jednotné;bytu;jednotné
S;;S;
námahou;jednotné;námahou;jednotné
som;jednotné;som;jednotné
otvoril;jednotné;otvoril;jednotné
oči;množné;oči;množné
A;;A;
otočil;jednotné;otočil;jednotné
som;jednotné;som;jednotné
sa;;sa;
na;;na;
druhý;jednotné;druhý;jednotné
bok;jednotné;bok;jednotné
Ony;množné;Ony;množné
samozrejme;;samozrejme;
vyzváňali;množné;vyzváňali;množné
ďalej;;ďalej;
Čakal;jednotné;Čakal;jednotné
som;jednotné;som;jednotné
v;;v;
obývačke;jednotné;obývačke;jednotné
mal;;mal;jednotné
som;jednotné;som;jednotné
na;;na;
sebe;jednotné;sebe;jednotné
oblek;jednotné;oblek;jednotné
s;množné;s;
kravatou;jednotné;kravatou;jednotné
som;jednotné;som;jednotné
ku;;ku;
dverám;množné;dverám;množné
Bál;jednotné;Bál;jednotné
som;jednotné;som;jednotné
sa;;sa;
že;;že;
moji;množné;moji;množné
rodičia;množné;rodičia;množné
sa;;sa;
namiesto;;namiesto;
toho;jednotné;toho;jednotné
aby;jednotné;aby;
ma;jednotné;ma;jednotné
bránili;množné;bránili;množné
postavia;množné;postavia;množné
na;;na;
stranu;jednotné;stranu;jednotné
útočníka;jednotné;útočníka;jednotné
som;jednotné;som;jednotné
nijakú;jednotné;nijakú;jednotné
uniformu;jednotné;uniformu;jednotné
Pri;;Pri;
príležitosti;množné;príležitosti;jednotné
odchodu;jednotné;odchodu;jednotné
sme;množné;sme;množné
usporiadali;množné;usporiadali;množné
slávnostný;jednotné;slávnostný;jednotné
obed;jednotné;obed;jednotné
Alebo;;Alebo;
neprítomnosť;jednotné;neprítomnosť;jednotné
to;jednotné;to;jednotné
ani;;ani;
jednému;jednotné;jednému;jednotné
ani;;ani;
druhému;jednotné;druhému;jednotné
hlavu;jednotné;hlavu;jednotné
Pocítil;jednotné;Pocítil;jednotné
som;jednotné;som;jednotné
znechutenosť;jednotné;znechutenosť;jednotné
Ako;;Ako;
nejaká;jednotné;nejaká;jednotné
neviditeľná;jednotné;neviditeľná;jednotné
kamera;jednotné;kamera;jednotné
Mladí;množné;Mladí;množné
tancovali;množné;tancovali;množné
takmer;;takmer;
v;;v;
objatí;množné;objatí;jednotné
a;množné;a;
ja;množné;ja;jednotné
som;jednotné;som;jednotné
musel;jednotné;musel;jednotné
chvíľu;;chvíľu;jednotné
čakať;;čakať;
Za;;Za;
jej;množné;jej;jednotné
chrbtom;množné;chrbtom;jednotné
mi;jednotné;mi;jednotné
zostala;jednotné;zostala;jednotné
v;;v;
zábere;jednotné;zábere;jednotné
tvár;jednotné;tvár;jednotné
Zmĺkol;jednotné;Zmĺkol;jednotné
som;jednotné;som;jednotné
Ale;;Ale;
ja;množné;ja;jednotné
som;jednotné;som;jednotné
si;;si;
nič;množné;nič;jednotné
Mal;;Mal;jednotné
som;jednotné;som;jednotné
pocit;jednotné;pocit;jednotné
že;;že;
za;;za;
známymi;množné;známymi;množné
črtami;množné;črtami;množné
tváre;množné;tváre;jednotné
ktorých;množné;ktorých;množné
som;jednotné;som;jednotné
sa;;sa;
vo;;vo;
sne;jednotné;sne;jednotné
neraz;;neraz;
dotýkal;jednotné;dotýkal;jednotné
sa;;sa;
skrýva;jednotné;skrýva;jednotné
akési;množné;akési;jednotné
tajomstvo;jednotné;tajomstvo;jednotné
Odtiahol;jednotné;Odtiahol;jednotné
som;jednotné;som;jednotné
kameru;jednotné;kameru;jednotné
Pozvať;;Pozvať;
ju;jednotné;ju;jednotné
do;;do;
tanca;jednotné;tanca;jednotné
A;;A;
zovrel;jednotné;zovrel;jednotné
som;jednotné;som;jednotné
ruky;množné;ruky;množné
za;;za;
chrbtom;množné;chrbtom;jednotné
silne;;silne;
Až;;Až;
ma;jednotné;ma;jednotné
zaboleli;množné;zaboleli;množné
A;;A;
opäť;;opäť;
som;jednotné;som;jednotné
zamieril;jednotné;zamieril;jednotné
kameru;jednotné;kameru;jednotné
na;;na;
tvár;jednotné;tvár;jednotné
Zúfalo;;Zúfalo;
po;;po;
tebe;jednotné;tebe;jednotné
túžim;jednotné;túžim;jednotné
slečna;jednotné;slečna;jednotné
a;množné;a;
to;jednotné;to;
je;jednotné;je;jednotné
jedno;;jedno;jednotné
z;množné;z;
mojich;množné;mojich;množné
bláznovstiev;množné;bláznovstiev;množné
Pozoroval;jednotné;Pozoroval;jednotné
som;jednotné;som;jednotné
každý;jednotné;každý;jednotné
štvorcový;jednotné;štvorcový;jednotné
milimeter;jednotné;milimeter;jednotné
jej;množné;jej;jednotné
tváre;množné;tváre;jednotné
O;;O;
niečo;jednotné;niečo;jednotné
neskôr;;neskôr;
prišiel;jednotné;prišiel;jednotné
taxík;jednotné;taxík;jednotné
Ja;množné;Ja;jednotné
som;jednotné;som;jednotné
uložil;jednotné;uložil;jednotné
mladým;množné;mladým;množné
batožinu;jednotné;batožinu;jednotné
do;;do;
taxíka;jednotné;taxíka;jednotné
a;množné;a;
nasadol;jednotné;nasadol;jednotné
som;jednotné;som;jednotné
doň;jednotné;doň;jednotné
Mladí;množné;Mladí;množné
nastúpili;množné;nastúpili;množné
do;;do;
auta;jednotné;auta;jednotné
Na;;Na;
okraji;jednotné;okraji;jednotné
keď;;keď;
sme;množné;sme;množné
prechádzali;množné;prechádzali;množné
cez;;cez;
predmestie;jednotné;predmestie;jednotné
uviazli;množné;uviazli;množné
sme;množné;sme;množné
na;;na;
križovatke;jednotné;križovatke;jednotné
Naďalej;;Naďalej;
som;jednotné;som;jednotné
stál;jednotné;stál;jednotné
na;;na;
slnku;jednotné;slnku;jednotné
pri;;pri;
policajtoch;množné;policajtoch;množné
Bol;množné;Bol;jednotné
som;jednotné;som;jednotné
celý;jednotné;celý;jednotné
stŕpnutý;jednotné;stŕpnutý;jednotné
Čakal;jednotné;Čakal;jednotné
som;jednotné;som;jednotné
kým;;kým;
zaparkuje;jednotné;zaparkuje;jednotné
auto;jednotné;auto;jednotné
a;množné;a;
potom;;potom;
sme;množné;sme;množné
išli;množné;išli;množné
do;;do;
kaviarne;množné;kaviarne;jednotné
pri;;pri;
ceste;jednotné;ceste;jednotné
Túto;jednotné;Túto;jednotné
fantastickú;jednotné;fantastickú;jednotné
predstavu;jednotné;predstavu;jednotné
rázne;;rázne;
rozbila;jednotné;rozbila;jednotné
prítomnosť;jednotné;prítomnosť;jednotné
bola;jednotné;bola;jednotné
vedľa;;vedľa;
mňa;jednotné;mňa;jednotné
aby;jednotné;aby;
mi;jednotné;mi;jednotné
potvrdila;jednotné;potvrdila;jednotné
že;;že;
Irma;jednotné;Irma;jednotné
ktorú;jednotné;ktorú;jednotné
pohltilo;jednotné;pohltilo;jednotné
nebo;jednotné;nebo;jednotné
teraz;;teraz;
letí;jednotné;letí;jednotné
do;;do;
iného;jednotné;iného;jednotné
sveta;jednotné;sveta;jednotné
Poprosil;jednotné;Poprosil;jednotné
som;jednotné;som;jednotné
aby;jednotné;aby;
sme;množné;sme;množné
odišli;množné;odišli;množné
Ale;;Ale;
to;jednotné;to;jednotné
vedia;množné;vedia;množné
všetci;množné;všetci;množné
Kým;;Kým;
som;jednotné;som;jednotné
vystúpil;jednotné;vystúpil;jednotné
z;množné;z;
auta;jednotné;auta;jednotné
odvážil;jednotné;odvážil;jednotné
som;jednotné;som;jednotné
sa;;sa;
otočiť;;otočiť;
hlavu;jednotné;hlavu;jednotné
sa;;sa;
naklonila;jednotné;naklonila;jednotné
a;množné;a;
natiahla;jednotné;natiahla;jednotné
ku;;ku;
mne;jednotné;mne;jednotné
tvár;jednotné;tvár;jednotné
Pobozkal;jednotné;Pobozkal;jednotné
som;jednotné;som;jednotné
ju;jednotné;ju;jednotné
na;;na;
obidve;množné;obidve;množné
líca;množné;líca;množné
A;;A;
pomyslel;jednotné;pomyslel;jednotné
som;jednotné;som;jednotné
si;;si;
že;;že;
ju;jednotné;ju;jednotné
už;;už;
Uvidel;jednotné;Uvidel;jednotné
som;jednotné;som;jednotné
ju;jednotné;ju;jednotné
veľmi;;veľmi;
rýchlo;;rýchlo;
Jediná;jednotné;Jediná;jednotné
nádej;jednotné;nádej;jednotné
že;;že;
ju;jednotné;ju;jednotné
uvidím;jednotné;uvidím;jednotné
bola;jednotné;bola;jednotné
virtuálna;jednotné;virtuálna;jednotné
závisela;jednotné;závisela;jednotné
od;;od;
toho;jednotné;toho;jednotné
či;;či;
sa;;sa;
rozhodne;;rozhodne;jednotné
trápiť;;trápiť;
ma;jednotné;ma;jednotné
vo;;vo;
sne;jednotné;sne;jednotné
Takto;;Takto;
som;jednotné;som;jednotné
trávieval;jednotné;trávieval;jednotné
večery;množné;večery;množné
márnil;jednotné;márnil;jednotné
som;jednotné;som;jednotné
čas;jednotné;čas;jednotné
pred;;pred;
televízorom;množné;televízorom;jednotné
Podľa;;Podľa;
toho;jednotné;toho;jednotné
čo;jednotné;čo;jednotné
mi;jednotné;mi;jednotné
hovorili;množné;hovorili;množné
známi;množné;známi;množné
som;jednotné;som;jednotné
sa;;sa;
mal;;mal;jednotné
teraz;;teraz;
skvele;;skvele;
Pripomínali;množné;Pripomínali;množné
mi;jednotné;mi;jednotné
najdaromnejšie;množné;najdaromnejšie;jednotné
obdobie;jednotné;obdobie;jednotné
môjho;jednotné;môjho;jednotné
života;jednotné;života;jednotné
Ľudská;jednotné;Ľudská;jednotné
naivnosť;jednotné;naivnosť;jednotné
i;množné;i;
hrubosť;jednotné;hrubosť;jednotné
majú;množné;majú;množné
určité;množné;určité;množné
hranice;množné;hranice;množné
Boli;množné;Boli;množné
to;jednotné;to;jednotné
facky;množné;facky;množné
od;;od;
mojich;množné;mojich;množné
postáv;množné;postáv;množné
Chcel;jednotné;Chcel;jednotné
som;jednotné;som;jednotné
poprosiť;;poprosiť;
aj;;aj;
redaktorku;jednotné;redaktorku;jednotné
aby;jednotné;aby;
už;;už;
repliky;množné;repliky;množné
mojich;množné;mojich;množné
postáv;množné;postáv;množné
Už;;Už;
dávno;jednotné;dávno;
som;jednotné;som;jednotné
stratil;jednotné;stratil;jednotné
kontakt;jednotné;kontakt;jednotné
so;;so;
svetom;množné;svetom;jednotné
kina;jednotné;kina;jednotné
a;množné;a;
v;;v;
nových;množné;nových;množné
televíziách;množné;televíziách;množné
ma;jednotné;ma;jednotné
nikto;jednotné;nikto;jednotné
Volal;jednotné;Volal;jednotné
sa;;sa;
Hmla;jednotné;Hmla;jednotné
Ten;jednotné;Ten;jednotné
film;jednotné;film;jednotné
vysielali;množné;vysielali;množné
veľmi;;veľmi;
zriedka;;zriedka;
Spôsoboval;jednotné;Spôsoboval;jednotné
mi;jednotné;mi;jednotné
najväčšie;množné;najväčšie;jednotné
utrpenie;jednotné;utrpenie;jednotné
Bol;množné;Bol;jednotné
mimoriadne;;mimoriadne;
slabý;jednotné;slabý;jednotné
Nechal;jednotné;Nechal;jednotné
som;jednotné;som;jednotné
televízor;jednotné;televízor;jednotné
a;množné;a;
privliekol;jednotné;privliekol;jednotné
som;jednotné;som;jednotné
sa;;sa;
k;množné;k;
dverám;množné;dverám;množné
bytu;jednotné;bytu;jednotné
Najskôr;;Najskôr;
som;jednotné;som;jednotné
sa;;sa;
zarazil;jednotné;zarazil;jednotné
V;;V;
televízii;jednotné;televízii;jednotné
stále;;stále;
bežala;jednotné;bežala;jednotné
Hmla;jednotné;Hmla;jednotné
Keď;;Keď;
som;jednotné;som;jednotné
chcel;jednotné;chcel;jednotné
vypnúť;;vypnúť;
televízor;jednotné;televízor;jednotné
na;;na;
obrazovke;jednotné;obrazovke;jednotné
sa;;sa;
objavila;jednotné;objavila;jednotné
žena;jednotné;žena;jednotné
Nazvem;jednotné;Nazvem;jednotné
ju;jednotné;ju;jednotné
podľa;;podľa;
mena;jednotné;mena;jednotné
hrdinky;množné;hrdinky;jednotné
Zareagoval;jednotné;Zareagoval;jednotné
som;jednotné;som;jednotné
okamžite;;okamžite;
Vtedy;;Vtedy;
mi;jednotné;mi;jednotné
položila;jednotné;položila;jednotné
ďalšiu;jednotné;ďalšiu;jednotné
otázku;jednotné;otázku;jednotné
Nechala;jednotné;Nechala;jednotné
dole;;dole;
pred;;pred;
domom;množné;domom;jednotné
auto;jednotné;auto;jednotné
Keď;;Keď;
sme;množné;sme;množné
vychádzali;množné;vychádzali;množné
z;množné;z;
izby;množné;izby;jednotné
