;Slovo;Slovný druh-Majka;Slovo2;Slovný druh-SNK;Jazykový štýl
36060;letnú;Prídavné meno;letnú;Prídavné meno;umelecky_romany
36061;bielu;Prídavné meno;bielu;Prídavné meno;umelecky_romany
36062;blúzku;Podstatné meno;blúzku;Podstatné meno;umelecky_romany
36063;s;Podstatné meno;s;Predložka;umelecky_romany
36064;krátkymi;Prídavné meno;krátkymi;Prídavné meno;umelecky_romany
36065;rukávmi;Podstatné meno;rukávmi;Podstatné meno;umelecky_romany
36066;Igelitku;Podstatné meno;Igelitku;Podstatné meno;umelecky_romany
36067;s;Podstatné meno;s;Predložka;umelecky_romany
36068;pivom;Podstatné meno;pivom;Podstatné meno;umelecky_romany
36069;položila;Sloveso;položila;Sloveso;umelecky_romany
36070;na;Citoslovce;na;Predložka;umelecky_romany
36071;stôl;Podstatné meno;stôl;Podstatné meno;umelecky_romany
36072;Potom;Spojka;Potom;Príslovka;umelecky_romany
36073;som;Sloveso;som;Sloveso;umelecky_romany
36074;k;Podstatné meno;k;Predložka;umelecky_romany
36075;nej;Zámeno;nej;Zámeno;umelecky_romany
36076;podišiel;Sloveso;podišiel;Sloveso;umelecky_romany
36077;Aj;Citoslovce;Aj;Častica;umelecky_romany
36078;ona;Zámeno;ona;Zámeno;umelecky_romany
36079;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36080;mi;Zámeno;mi;Zámeno;umelecky_romany
36081;zahľadela;Sloveso;zahľadela;Sloveso;umelecky_romany
36082;do;Citoslovce;do;Predložka;umelecky_romany
36083;očí;Podstatné meno;očí;Podstatné meno;umelecky_romany
36084;som;Sloveso;som;Sloveso;umelecky_romany
36085;obidvoch;Číslovka;obidvoch;Číslovka;umelecky_romany
36086;rúk;Podstatné meno;rúk;Podstatné meno;umelecky_romany
36087;bol;Podstatné meno;bol;Sloveso;umelecky_romany
36088;som;Sloveso;som;Sloveso;umelecky_romany
36089;v;Predložka;v;Predložka;umelecky_romany
36090;akomsi;Zámeno;akomsi;Zámeno;umelecky_romany
36091;ošiali;Sloveso;ošiali;Podstatné meno;umelecky_romany
36092;a;Spojka;a;Spojka;umelecky_romany
36093;cítil;Sloveso;cítil;Sloveso;umelecky_romany
36094;som;Sloveso;som;Sloveso;umelecky_romany
36095;zvieraciu;Prídavné meno;zvieraciu;Prídavné meno;umelecky_romany
36096;túžbu;Podstatné meno;túžbu;Podstatné meno;umelecky_romany
36097;rýchlo;Príslovka;rýchlo;Príslovka;umelecky_romany
36098;všetko;Zámeno;všetko;Zámeno;umelecky_romany
36099;zavŕšiť;Sloveso;zavŕšiť;Sloveso;umelecky_romany
36100;Naklonil;Sloveso;Naklonil;Sloveso;umelecky_romany
36101;som;Sloveso;som;Sloveso;umelecky_romany
36102;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36103;Napriek;Príslovka;Napriek;Predložka;umelecky_romany
36104;mojej;Zámeno;mojej;Zámeno;umelecky_romany
36105;pochopila;Sloveso;pochopila;Sloveso;umelecky_romany
36106;Postavila;Sloveso;Postavila;Sloveso;umelecky_romany
36107;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36108;na;Citoslovce;na;Predložka;umelecky_romany
36109;špičky;Podstatné meno;špičky;Podstatné meno;umelecky_romany
36110;prstov;Podstatné meno;prstov;Podstatné meno;umelecky_romany
36111;a;Spojka;a;Spojka;umelecky_romany
36112;pobozkala;Sloveso;pobozkala;Sloveso;umelecky_romany
36113;ma;Zámeno;ma;Zámeno;umelecky_romany
36114;S;Skratka;S;Predložka;umelecky_romany
36115;akýmsi;Zámeno;akýmsi;Zámeno;umelecky_romany
36116;údivom;Podstatné meno;údivom;Podstatné meno;umelecky_romany
36117;mi;Zámeno;mi;Zámeno;umelecky_romany
36118;povedala;Sloveso;povedala;Sloveso;umelecky_romany
36119;že;Spojka;že;Spojka;umelecky_romany
36120;som;Sloveso;som;Sloveso;umelecky_romany
36121;bohatý;Prídavné meno;bohatý;Prídavné meno;umelecky_romany
36122;S;Skratka;S;Predložka;umelecky_romany
36123;námahou;Podstatné meno;námahou;Podstatné meno;umelecky_romany
36124;som;Sloveso;som;Sloveso;umelecky_romany
36125;pochopil;Sloveso;pochopil;Sloveso;umelecky_romany
36126;že;Spojka;že;Spojka;umelecky_romany
36127;má;Sloveso;má;Sloveso;umelecky_romany
36128;na;Citoslovce;na;Predložka;umelecky_romany
36129;mysli;Sloveso;mysli;Podstatné meno;umelecky_romany
36130;moju;Zámeno;moju;Zámeno;umelecky_romany
36131;chlpatú;Prídavné meno;chlpatú;Prídavné meno;umelecky_romany
36132;hruď;Podstatné meno;hruď;Podstatné meno;umelecky_romany
36133;Prinajmenšom;Častice;Prinajmenšom;Častica;umelecky_romany
36134;ohľadom;Predložka;ohľadom;Predložka;umelecky_romany
36135;zlata;Príslovka;zlata;Podstatné meno;umelecky_romany
36136;v;Predložka;v;Predložka;umelecky_romany
36137;peňaženke;Podstatné meno;peňaženke;Podstatné meno;umelecky_romany
36138;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36139;mýlila;Sloveso;mýlila;Sloveso;umelecky_romany
36140;obavy;Podstatné meno;obavy;Podstatné meno;umelecky_romany
36141;som;Sloveso;som;Sloveso;umelecky_romany
36142;však;Spojka;však;Častica;umelecky_romany
36143;určite;Príslovka;určite;Častica;umelecky_romany
36144;jej;Zámeno;jej;Zámeno;umelecky_romany
36145;pevných;Prídavné meno;pevných;Prídavné meno;umelecky_romany
36146;okrúhlych;Prídavné meno;okrúhlych;Prídavné meno;umelecky_romany
36147;pŕs;Podstatné meno;pŕs;Podstatné meno;umelecky_romany
36148;Keď;Spojka;Keď;Spojka;umelecky_romany
36149;som;Sloveso;som;Sloveso;umelecky_romany
36150;ju;Zámeno;ju;Zámeno;umelecky_romany
36151;začal;Sloveso;začal;Sloveso;umelecky_romany
36152;ťahať;Sloveso;ťahať;Sloveso;umelecky_romany
36153;k;Podstatné meno;k;Predložka;umelecky_romany
36154;posteli;Podstatné meno;posteli;Podstatné meno;umelecky_romany
36155;vymanila;Sloveso;vymanila;Sloveso;umelecky_romany
36156;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36157;mi;Zámeno;mi;Zámeno;umelecky_romany
36158;Hľadala;Sloveso;Hľadala;Sloveso;umelecky_romany
36159;čosi;Zámeno;čosi;Zámeno;umelecky_romany
36160;v;Predložka;v;Predložka;umelecky_romany
36161;šatách;Podstatné meno;šatách;Podstatné meno;umelecky_romany
36162;potom;Spojka;potom;Príslovka;umelecky_romany
36163;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36164;vrátila;Sloveso;vrátila;Sloveso;umelecky_romany
36165;usmiala;Sloveso;usmiala;Sloveso;umelecky_romany
36166;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36167;ľahla;Sloveso;ľahla;Sloveso;umelecky_romany
36168;si;Zámeno;si;Zvratné zámeno;umelecky_romany
36169;a;Spojka;a;Spojka;umelecky_romany
36170;naznačila;Sloveso;naznačila;Sloveso;umelecky_romany
36171;mi;Zámeno;mi;Zámeno;umelecky_romany
36172;aby;Spojka;aby;Spojka;umelecky_romany
36173;som;Sloveso;som;Sloveso;umelecky_romany
36174;urobil;Sloveso;urobil;Sloveso;umelecky_romany
36175;to;Zámeno;to;Zámeno;umelecky_romany
36176;isté;Prídavné meno;isté;Zámeno;umelecky_romany
36177;Môj;Zámeno;Môj;Zámeno;umelecky_romany
36178;potôčik;Podstatné meno;potôčik;Podstatné meno;umelecky_romany
36179;vyrazil;Sloveso;vyrazil;Sloveso;umelecky_romany
36180;von;Príslovka;von;Príslovka;umelecky_romany
36181;rozlial;Sloveso;rozlial;Sloveso;umelecky_romany
36182;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36183;a;Spojka;a;Spojka;umelecky_romany
36184;ja;Zámeno;ja;Zámeno;umelecky_romany
36185;som;Sloveso;som;Sloveso;umelecky_romany
36186;zostal;Sloveso;zostal;Sloveso;umelecky_romany
36187;zahalený;Prídavné meno;zahalený;Príčastie - Sloveso;umelecky_romany
36188;v;Predložka;v;Predložka;umelecky_romany
36189;horúcej;Prídavné meno;horúcej;Prídavné meno;umelecky_romany
36190;pare;Podstatné meno;pare;Podstatné meno;umelecky_romany
36191;sauny;Podstatné meno;sauny;Podstatné meno;umelecky_romany
36192;Otvorila;Sloveso;Otvorila;Sloveso;umelecky_romany
36193;oči;Podstatné meno;oči;Podstatné meno;umelecky_romany
36194;Potom;Spojka;Potom;Príslovka;umelecky_romany
36195;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36196;osprchovala;Sloveso;osprchovala;Sloveso;umelecky_romany
36197;Bola;Podstatné meno;Bola;Sloveso;umelecky_romany
36198;polnoc;Podstatné meno;polnoc;Podstatné meno;umelecky_romany
36199;Pred;Predložka;Pred;Predložka;umelecky_romany
36200;odchodom;Podstatné meno;odchodom;Podstatné meno;umelecky_romany
36201;mi;Zámeno;mi;Zámeno;umelecky_romany
36202;nastavila;Sloveso;nastavila;Sloveso;umelecky_romany
36203;líce;Podstatné meno;líce;Podstatné meno;umelecky_romany
36204;Súhlasila;Sloveso;Súhlasila;Sloveso;umelecky_romany
36205;na;Citoslovce;na;Predložka;umelecky_romany
36206;druhý;Číslovka;druhý;Číslovka;umelecky_romany
36207;deň;Podstatné meno;deň;Podstatné meno;umelecky_romany
36208;moju;Zámeno;moju;Zámeno;umelecky_romany
36209;formu;Podstatné meno;formu;Podstatné meno;umelecky_romany
36210;ktorú;Zámeno;ktorú;Zámeno;umelecky_romany
36211;som;Sloveso;som;Sloveso;umelecky_romany
36212;opäť;Príslovka;opäť;Príslovka;umelecky_romany
36213;nadobudol;Sloveso;nadobudol;Sloveso;umelecky_romany
36214;vďaka;Podstatné meno;vďaka;Predložka;umelecky_romany
36215;najabsurdnejšia;Prídavné meno;najabsurdnejšia;Prídavné meno;umelecky_romany
36216;udalosť;Podstatné meno;udalosť;Podstatné meno;umelecky_romany
36217;v;Predložka;v;Predložka;umelecky_romany
36218;mojom;Zámeno;mojom;Zámeno;umelecky_romany
36219;živote;Podstatné meno;živote;Podstatné meno;umelecky_romany
36220;Zobudilo;Sloveso;Zobudilo;Sloveso;umelecky_romany
36221;ma;Zámeno;ma;Zámeno;umelecky_romany
36222;zvonenie;Podstatné meno;zvonenie;Podstatné meno;umelecky_romany
36223;telefónu;Podstatné meno;telefónu;Podstatné meno;umelecky_romany
36224;to;Zámeno;to;Zámeno;umelecky_romany
36225;v;Predložka;v;Predložka;umelecky_romany
36226;civilnom;Prídavné meno;civilnom;Prídavné meno;umelecky_romany
36227;obleku;Podstatné meno;obleku;Podstatné meno;umelecky_romany
36228;Mladí;Podstatné meno;Mladí;Prídavné meno;umelecky_romany
36229;Opäť;Príslovka;Opäť;Príslovka;umelecky_romany
36230;som;Sloveso;som;Sloveso;umelecky_romany
36231;poslúchol;Sloveso;poslúchol;Sloveso;umelecky_romany
36232;Pomyslel;Sloveso;Pomyslel;Sloveso;umelecky_romany
36233;som;Sloveso;som;Sloveso;umelecky_romany
36234;si;Zámeno;si;Zvratné zámeno;umelecky_romany
36235;že;Spojka;že;Spojka;umelecky_romany
36236;to;Zámeno;to;Zámeno;umelecky_romany
36237;musí;Sloveso;musí;Sloveso;umelecky_romany
36238;byť;Sloveso;byť;Sloveso;umelecky_romany
36239;nejaký;Zámeno;nejaký;Zámeno;umelecky_romany
36240;omyl;Podstatné meno;omyl;Podstatné meno;umelecky_romany
36241;V;Skratka;V;Predložka;umelecky_romany
36242;kontakty;Podstatné meno;kontakty;Podstatné meno;umelecky_romany
36243;Chcel;Sloveso;Chcel;Sloveso;umelecky_romany
36244;som;Sloveso;som;Sloveso;umelecky_romany
36245;povedať;Sloveso;povedať;Sloveso;umelecky_romany
36246;tým;Zámeno;tým;Zámeno;umelecky_romany
36247;civilistom;Podstatné meno;civilistom;Podstatné meno;umelecky_romany
36248;aby;Spojka;aby;Spojka;umelecky_romany
36249;mi;Zámeno;mi;Zámeno;umelecky_romany
36250;aspoň;Častice;aspoň;Častica;umelecky_romany
36251;vysvetlili;Sloveso;vysvetlili;Sloveso;umelecky_romany
36252;čo;Zámeno;čo;Zámeno;umelecky_romany
36253;odo;Predložka;odo;Predložka;umelecky_romany
36254;mňa;Zámeno;mňa;Zámeno;umelecky_romany
36255;chcú;Sloveso;chcú;Sloveso;umelecky_romany
36256;Moja;Zámeno;Moja;Zámeno;umelecky_romany
36257;trpezlivosť;Podstatné meno;trpezlivosť;Podstatné meno;umelecky_romany
36258;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36259;vyčerpala;Sloveso;vyčerpala;Sloveso;umelecky_romany
36260;keď;Spojka;keď;Spojka;umelecky_romany
36261;ručičky;Podstatné meno;ručičky;Podstatné meno;umelecky_romany
36262;na;Citoslovce;na;Predložka;umelecky_romany
36263;hodinkách;Podstatné meno;hodinkách;Podstatné meno;umelecky_romany
36264;stihli;Sloveso;stihli;Sloveso;umelecky_romany
36265;ukázať;Sloveso;ukázať;Sloveso;umelecky_romany
36266;pol;Číslovka;pol;Číslovka;umelecky_romany
36267;dvanástej;Podstatné meno;dvanástej;Číslovka;umelecky_romany
36268;a;Spojka;a;Spojka;umelecky_romany
36269;mne;Zámeno;mne;Zámeno;umelecky_romany
36270;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36271;nikto;Podstatné meno;nikto;Zámeno;umelecky_romany
36272;urobiť;Sloveso;urobiť;Sloveso;umelecky_romany
36273;inak;Príslovka;inak;Zámeno;umelecky_romany
36274;hrozí;Sloveso;hrozí;Sloveso;umelecky_romany
36275;že;Spojka;že;Spojka;umelecky_romany
36276;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36277;Z;Skratka;Z;Predložka;umelecky_romany
36278;druhej;Podstatné meno;druhej;Číslovka;umelecky_romany
36279;strany;Podstatné meno;strany;Podstatné meno;umelecky_romany
36280;Hrobové;Prídavné meno;Hrobové;Prídavné meno;umelecky_romany
36281;ticho;Podstatné meno;ticho;Podstatné meno;umelecky_romany
36282;Okolo;Príslovka;Okolo;Predložka;umelecky_romany
36283;jednej;Číslovka;jednej;Číslovka;umelecky_romany
36284;popoludní;Príslovka;popoludní;Príslovka;umelecky_romany
36285;som;Sloveso;som;Sloveso;umelecky_romany
36286;začul;Sloveso;začul;Sloveso;umelecky_romany
36287;ľudské;Prídavné meno;ľudské;Prídavné meno;umelecky_romany
36288;kroky;Podstatné meno;kroky;Podstatné meno;umelecky_romany
36289;a;Spojka;a;Spojka;umelecky_romany
36290;hlasy;Podstatné meno;hlasy;Podstatné meno;umelecky_romany
36291;Zostal;Sloveso;Zostal;Sloveso;umelecky_romany
36292;som;Sloveso;som;Sloveso;umelecky_romany
36293;sedieť;Sloveso;sedieť;Sloveso;umelecky_romany
36294;v;Predložka;v;Predložka;umelecky_romany
36295;kresle;Podstatné meno;kresle;Podstatné meno;umelecky_romany
36296;aj;Citoslovce;aj;Spojka;umelecky_romany
36297;keď;Spojka;keď;Spojka;umelecky_romany
36298;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36299;dvere;Podstatné meno;dvere;Podstatné meno;umelecky_romany
36300;otvorili;Sloveso;otvorili;Sloveso;umelecky_romany
36301;a;Spojka;a;Spojka;umelecky_romany
36302;do;Citoslovce;do;Predložka;umelecky_romany
36303;miestnosti;Podstatné meno;miestnosti;Podstatné meno;umelecky_romany
36304;vošli;Sloveso;vošli;Sloveso;umelecky_romany
36305;dvaja;Číslovka;dvaja;Číslovka;umelecky_romany
36306;muži;Podstatné meno;muži;Podstatné meno;umelecky_romany
36307;nové;Prídavné meno;nové;Prídavné meno;umelecky_romany
36308;tváre;Podstatné meno;tváre;Podstatné meno;umelecky_romany
36309;Jeden;Číslovka;Jeden;Číslovka;umelecky_romany
36310;z;Podstatné meno;z;Predložka;umelecky_romany
36311;nich;Zámeno;nich;Zámeno;umelecky_romany
36312;si;Zámeno;si;Zvratné zámeno;umelecky_romany
36313;sadol;Sloveso;sadol;Sloveso;umelecky_romany
36314;do;Citoslovce;do;Predložka;umelecky_romany
36315;vedľajšieho;Prídavné meno;vedľajšieho;Prídavné meno;umelecky_romany
36316;kresla;Podstatné meno;kresla;Podstatné meno;umelecky_romany
36317;Vysvetlil;Sloveso;Vysvetlil;Sloveso;umelecky_romany
36318;mi;Zámeno;mi;Zámeno;umelecky_romany
36319;že;Spojka;že;Spojka;umelecky_romany
36320;mi;Zámeno;mi;Zámeno;umelecky_romany
36321;musia;Sloveso;musia;Sloveso;umelecky_romany
36322;položiť;Sloveso;položiť;Sloveso;umelecky_romany
36323;iba;Príslovka;iba;Častica;umelecky_romany
36324;niekoľko;Číslovka;niekoľko;Zámeno;umelecky_romany
36325;otázok;Podstatné meno;otázok;Podstatné meno;umelecky_romany
36326;Takáto;Zámeno;Takáto;Zámeno;umelecky_romany
36327;bola;Podstatné meno;bola;Sloveso;umelecky_romany
36328;podstata;Podstatné meno;podstata;Podstatné meno;umelecky_romany
36329;jeho;Zámeno;jeho;Zámeno;umelecky_romany
36330;slov;Skratka;slov;Podstatné meno;umelecky_romany
36331;ktoré;Zámeno;ktoré;Zámeno;umelecky_romany
36332;ma;Zámeno;ma;Zámeno;umelecky_romany
36333;rozčúlili;Sloveso;rozčúlili;Sloveso;umelecky_romany
36334;A;Spojka;A;Častica;umelecky_romany
36335;nakoniec;Príslovka;nakoniec;Častica;umelecky_romany
36336;pompézneho;Prídavné meno;pompézneho;Prídavné meno;umelecky_romany
36337;vyhlásenia;Podstatné meno;vyhlásenia;Podstatné meno;umelecky_romany
36338;som;Sloveso;som;Sloveso;umelecky_romany
36339;prehovoril;Sloveso;prehovoril;Sloveso;umelecky_romany
36340;iba;Príslovka;iba;Častica;umelecky_romany
36341;krátko;Príslovka;krátko;Príslovka;umelecky_romany
36342;Muž;Podstatné meno;Muž;Podstatné meno;umelecky_romany
36343;ktorý;Zámeno;ktorý;Zámeno;umelecky_romany
36344;zostal;Sloveso;zostal;Sloveso;umelecky_romany
36345;stáť;Sloveso;stáť;Sloveso;umelecky_romany
36346;mi;Zámeno;mi;Zámeno;umelecky_romany
36347;povedal;Sloveso;povedal;Sloveso;umelecky_romany
36348;to;Zámeno;to;Zámeno;umelecky_romany
36349;isté;Prídavné meno;isté;Zámeno;umelecky_romany
36350;po;Predložka;po;Neurčiteľný slovný druh;umelecky_romany
36351;anglicky;Príslovka;anglicky;Príslovka;umelecky_romany
36352;Odišli;Sloveso;Odišli;Sloveso;umelecky_romany
36353;Ten;Zámeno;Ten;Zámeno;umelecky_romany
36354;nový;Prídavné meno;nový;Prídavné meno;umelecky_romany
36355;tlmočil;Sloveso;tlmočil;Sloveso;umelecky_romany
36356;Nechal;Sloveso;Nechal;Sloveso;umelecky_romany
36357;som;Sloveso;som;Sloveso;umelecky_romany
36358;ho;Zámeno;ho;Zámeno;umelecky_romany
36359;deň;Podstatné meno;deň;Podstatné meno;umelecky_romany
36360;predtým;Príslovka;predtým;Príslovka;umelecky_romany
36361;na;Citoslovce;na;Predložka;umelecky_romany
36362;hotelovej;Prídavné meno;hotelovej;Prídavné meno;umelecky_romany
36363;recepcii;Podstatné meno;recepcii;Podstatné meno;umelecky_romany
36364;Prvýkrát;Príslovka;Prvýkrát;Číslovka;umelecky_romany
36365;počas;Predložka;počas;Predložka;umelecky_romany
36366;celého;Prídavné meno;celého;Prídavné meno;umelecky_romany
36367;výsluchu;Podstatné meno;výsluchu;Podstatné meno;umelecky_romany
36368;som;Sloveso;som;Sloveso;umelecky_romany
36369;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36370;mu;Zámeno;mu;Zámeno;umelecky_romany
36371;pozrel;Sloveso;pozrel;Sloveso;umelecky_romany
36372;do;Citoslovce;do;Predložka;umelecky_romany
36373;očí;Podstatné meno;očí;Podstatné meno;umelecky_romany
36374;Spomenul;Sloveso;Spomenul;Sloveso;umelecky_romany
36375;Sergeja;Podstatné meno;Sergeja;Podstatné meno;umelecky_romany
36376;Spomenul;Sloveso;Spomenul;Sloveso;umelecky_romany
36377;aj;Citoslovce;aj;Častica;umelecky_romany
36378;je;Sloveso;je;Sloveso;umelecky_romany
36379;môj;Zámeno;môj;Zámeno;umelecky_romany
36380;pas;Podstatné meno;pas;Podstatné meno;umelecky_romany
36381;v;Predložka;v;Predložka;umelecky_romany
36382;rukách;Podstatné meno;rukách;Podstatné meno;umelecky_romany
36383;toho;Zámeno;toho;Zámeno;umelecky_romany
36384;muža;Podstatné meno;muža;Podstatné meno;umelecky_romany
36385;veci;Podstatné meno;veci;Podstatné meno;umelecky_romany
36386;vonkoncom;Častice;vonkoncom;Častica;umelecky_romany
36387;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36388;usmial;Sloveso;usmial;Sloveso;umelecky_romany
36389;veľmi;Príslovka;veľmi;Príslovka;umelecky_romany
36390;začudovala;Sloveso;začudovala;Sloveso;umelecky_romany
36391;Prvý;Číslovka;Prvý;Číslovka;umelecky_romany
36392;raz;Číslovka;raz;Číslovka;umelecky_romany
36393;mám;Sloveso;mám;Sloveso;umelecky_romany
36394;príležitosť;Podstatné meno;príležitosť;Podstatné meno;umelecky_romany
36395;byť;Sloveso;byť;Sloveso;umelecky_romany
36396;so;Predložka;so;Predložka;umelecky_romany
36397;spisovateľom;Podstatné meno;spisovateľom;Podstatné meno;umelecky_romany
36398;a;Spojka;a;Spojka;umelecky_romany
36399;filmovým;Prídavné meno;filmovým;Prídavné meno;umelecky_romany
36400;scenáristom;Podstatné meno;scenáristom;Podstatné meno;umelecky_romany
36401;povedala;Sloveso;povedala;Sloveso;umelecky_romany
36402;A;Spojka;A;Spojka;umelecky_romany
36403;milovali;Sloveso;milovali;Sloveso;umelecky_romany
36404;sme;Sloveso;sme;Sloveso;umelecky_romany
36405;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36406;druhý;Číslovka;druhý;Číslovka;umelecky_romany
36407;raz;Číslovka;raz;Číslovka;umelecky_romany
36408;Spomenul;Sloveso;Spomenul;Sloveso;umelecky_romany
36409;aj;Citoslovce;aj;Častica;umelecky_romany
36410;Povedal;Sloveso;Povedal;Sloveso;umelecky_romany
36411;som;Sloveso;som;Sloveso;umelecky_romany
36412;mu;Zámeno;mu;Zámeno;umelecky_romany
36413;že;Spojka;že;Spojka;umelecky_romany
36414;v;Predložka;v;Predložka;umelecky_romany
36415;tú;Zámeno;tú;Zámeno;umelecky_romany
36416;noc;Podstatné meno;noc;Podstatné meno;umelecky_romany
36417;som;Sloveso;som;Sloveso;umelecky_romany
36418;letiska;Podstatné meno;letiska;Podstatné meno;umelecky_romany
36419;Zasmial;Sloveso;Zasmial;Sloveso;umelecky_romany
36420;sa;Zámeno;sa;Zvratné zámeno;umelecky_romany
36421;Vstal;Sloveso;Vstal;Sloveso;umelecky_romany
36422;a;Spojka;a;Spojka;umelecky_romany
36423;podal;Sloveso;podal;Sloveso;umelecky_romany
36424;mi;Zámeno;mi;Zámeno;umelecky_romany
36425;pas;Podstatné meno;pas;Podstatné meno;umelecky_romany
