;Slovo;Slovný druh;Jazykový štýl
39516;.;Interpunkcia;umelecky_romany
39517;Chcem;Sloveso;umelecky_romany
39518;rozpovedať;Sloveso;umelecky_romany
39519;istý;Prídavné meno;umelecky_romany
39520;príbeh;Podstatné meno;umelecky_romany
39521;,;Interpunkcia;umelecky_romany
39522;a;Spojka;umelecky_romany
39523;nechtiac;Príslovka;umelecky_romany
39524;ho;Zámeno;umelecky_romany
39525;zamotávam;Sloveso;umelecky_romany
39526;.;Interpunkcia;umelecky_romany
39527;A;Spojka;umelecky_romany
39528;čo;Zámeno;umelecky_romany
39529;je;Sloveso;umelecky_romany
39530;ešte;Častica;umelecky_romany
39531;horšie;Prídavné meno;umelecky_romany
39532;,;Interpunkcia;umelecky_romany
39533;zároveň;Príslovka;umelecky_romany
39534;ho;Zámeno;umelecky_romany
39535;znejasňujem;Sloveso;umelecky_romany
39536;.;Interpunkcia;umelecky_romany
39537;Podľa;Predložka;umelecky_romany
39538;možnosti;Podstatné meno;umelecky_romany
39539;by;Kondicionálová morféma;umelecky_romany
39540;to;Zámeno;umelecky_romany
39541;malo;Sloveso;umelecky_romany
39542;byť;Sloveso;umelecky_romany
39543;komické;Prídavné meno;umelecky_romany
39544;.;Interpunkcia;umelecky_romany
39545;Volám;Sloveso;umelecky_romany
39546;sa;Zvratné zámeno;umelecky_romany
39547;Krist;Podstatné meno;umelecky_romany
39548;Tarapi;Podstatné meno;umelecky_romany
39549;.;Interpunkcia;umelecky_romany
39550;Istý;Prídavné meno;umelecky_romany
39551;zmysel;Podstatné meno;umelecky_romany
39552;v;Predložka;umelecky_romany
39553;ňom;Zámeno;umelecky_romany
39554;nachádzali;Sloveso;umelecky_romany
39555;moji;Zámeno;umelecky_romany
39556;neprajníci;Podstatné meno;umelecky_romany
39557;.;Interpunkcia;umelecky_romany
39558;Ja;Zámeno;umelecky_romany
39559;sa;Zvratné zámeno;umelecky_romany
39560;nebojím;Sloveso;umelecky_romany
39561;možnosti;Podstatné meno;umelecky_romany
39562;,;Interpunkcia;umelecky_romany
39563;že;Spojka;umelecky_romany
39564;na;Predložka;umelecky_romany
39565;seba;Zámeno;umelecky_romany
39566;vrhnem;Sloveso;umelecky_romany
39567;zlé;Prídavné meno;umelecky_romany
39568;svetlo;Podstatné meno;umelecky_romany
39569;.;Interpunkcia;umelecky_romany
39570;To;Zámeno;umelecky_romany
39571;je;Sloveso;umelecky_romany
39572;aj;Častica;umelecky_romany
39573;prípad;Podstatné meno;umelecky_romany
39574;môjho;Zámeno;umelecky_romany
39575;nedávneho;Prídavné meno;umelecky_romany
39576;dobrodružstva;Podstatné meno;umelecky_romany
39577;.;Interpunkcia;umelecky_romany
39578;Pretože;Spojka;umelecky_romany
39579;ja;Zámeno;umelecky_romany
39580;som;Sloveso;umelecky_romany
39581;sa;Zvratné zámeno;umelecky_romany
39582;práve;Príslovka;umelecky_romany
39583;vrátil;Sloveso;umelecky_romany
39584;z;Predložka;umelecky_romany
39585;dobrodružstva;Podstatné meno;umelecky_romany
39586;.;Interpunkcia;umelecky_romany
39587;Tých;Zámeno;umelecky_romany
39588;,;Interpunkcia;umelecky_romany
39589;ktorí;Zámeno;umelecky_romany
39590;ma;Zámeno;umelecky_romany
39591;poznajú;Sloveso;umelecky_romany
39592;,;Interpunkcia;umelecky_romany
39593;takéto;Zámeno;umelecky_romany
39594;vyhlásenie;Podstatné meno;umelecky_romany
39595;neprekvapí;Sloveso;umelecky_romany
39596;.;Interpunkcia;umelecky_romany
39597;Pousmejú;Sloveso;umelecky_romany
39598;sa;Zvratné zámeno;umelecky_romany
39599;a;Spojka;umelecky_romany
39600;zíde;Sloveso;umelecky_romany
39601;im;Zámeno;umelecky_romany
39602;na;Predložka;umelecky_romany
39603;um;Podstatné meno;umelecky_romany
39604;moja;Zámeno;umelecky_romany
39605;prezývka;Podstatné meno;umelecky_romany
39606;.;Interpunkcia;umelecky_romany
39607;Takéto;Zámeno;umelecky_romany
39608;upozornenie;Podstatné meno;umelecky_romany
39609;je;Sloveso;umelecky_romany
39610;celkom;Príslovka;umelecky_romany
39611;nezmyselné;Prídavné meno;umelecky_romany
39612;.;Interpunkcia;umelecky_romany
39613;Mával;Sloveso;umelecky_romany
39614;som;Sloveso;umelecky_romany
39615;ich;Zámeno;umelecky_romany
39616;už;Častica;umelecky_romany
39617;dlhšie;Príslovka;umelecky_romany
39618;.;Interpunkcia;umelecky_romany
39619;Ale;Spojka;umelecky_romany
39620;to;Zámeno;umelecky_romany
39621;sa;Zvratné zámeno;umelecky_romany
39622;nedalo;Sloveso;umelecky_romany
39623;spoľahlivo;Príslovka;umelecky_romany
39624;určiť;Sloveso;umelecky_romany
39625;.;Interpunkcia;umelecky_romany
39626;Zmätene;Príslovka;umelecky_romany
39627;som;Sloveso;umelecky_romany
39628;zastal;Sloveso;umelecky_romany
39629;pri;Predložka;umelecky_romany
39630;dverách;Podstatné meno;umelecky_romany
39631;izby;Podstatné meno;umelecky_romany
39632;.;Interpunkcia;umelecky_romany
39633;Bolo;Sloveso;umelecky_romany
39634;živé;Prídavné meno;umelecky_romany
39635;.;Interpunkcia;umelecky_romany
39636;Sledovalo;Sloveso;umelecky_romany
39637;línie;Podstatné meno;umelecky_romany
39638;Lorinho;Prídavné meno;umelecky_romany
39639;tela;Podstatné meno;umelecky_romany
39640;,;Interpunkcia;umelecky_romany
39641;hltalo;Sloveso;umelecky_romany
39642;ho;Zámeno;umelecky_romany
39643;očami;Podstatné meno;umelecky_romany
39644;.;Interpunkcia;umelecky_romany
39645;Ja;Zámeno;umelecky_romany
39646;som;Sloveso;umelecky_romany
39647;ich;Zámeno;umelecky_romany
39648;ani;Spojka;umelecky_romany
39649;nepočúval;Sloveso;umelecky_romany
39650;,;Interpunkcia;umelecky_romany
39651;ani;Spojka;umelecky_romany
39652;som;Sloveso;umelecky_romany
39653;si;Zvratné zámeno;umelecky_romany
39654;nič;Zámeno;umelecky_romany
39655;nemyslel;Sloveso;umelecky_romany
39656;.;Interpunkcia;umelecky_romany
39657;Potom;Príslovka;umelecky_romany
39658;vyšla;Sloveso;umelecky_romany
39659;do;Predložka;umelecky_romany
39660;chodby;Podstatné meno;umelecky_romany
39661;aj;Spojka;umelecky_romany
39662;Lori;Podstatné meno;umelecky_romany
39663;.;Interpunkcia;umelecky_romany
39664;S;Predložka;umelecky_romany
39665;višňovou;Prídavné meno;umelecky_romany
39666;vôňou;Podstatné meno;umelecky_romany
39667;tela;Podstatné meno;umelecky_romany
39668;.;Interpunkcia;umelecky_romany
39669;Lori;Podstatné meno;umelecky_romany
39670;nemala;Sloveso;umelecky_romany
39671;ani;Častica;umelecky_romany
39672;najmenšie;Prídavné meno;umelecky_romany
39673;podozrenie;Podstatné meno;umelecky_romany
39674;,;Interpunkcia;umelecky_romany
39675;že;Spojka;umelecky_romany
39676;vo;Predložka;umelecky_romany
39677;mne;Zámeno;umelecky_romany
39678;sa;Zvratné zámeno;umelecky_romany
39679;prebudilo;Sloveso;umelecky_romany
39680;zviera;Podstatné meno;umelecky_romany
39681;.;Interpunkcia;umelecky_romany
39682;V;Predložka;umelecky_romany
39683;tej;Zámeno;umelecky_romany
39684;chvíli;Podstatné meno;umelecky_romany
39685;som;Sloveso;umelecky_romany
39686;otvoril;Sloveso;umelecky_romany
39687;oči;Podstatné meno;umelecky_romany
39688;a;Spojka;umelecky_romany
39689;začul;Sloveso;umelecky_romany
39690;som;Sloveso;umelecky_romany
39691;vzlykot;Podstatné meno;umelecky_romany
39692;.;Interpunkcia;umelecky_romany
39693;Za;Predložka;umelecky_romany
39694;oknom;Podstatné meno;umelecky_romany
39695;sa;Zvratné zámeno;umelecky_romany
39696;brieždilo;Sloveso;umelecky_romany
39697;.;Interpunkcia;umelecky_romany
39698;Znehybnel;Sloveso;umelecky_romany
39699;som;Sloveso;umelecky_romany
39700;,;Interpunkcia;umelecky_romany
39701;ležiac;Sloveso;umelecky_romany
39702;na;Predložka;umelecky_romany
39703;boku;Podstatné meno;umelecky_romany
39704;:;Interpunkcia;umelecky_romany
39705;to;Zámeno;umelecky_romany
39706;vzlykala;Sloveso;umelecky_romany
39707;Marga;Podstatné meno;umelecky_romany
39708;.;Interpunkcia;umelecky_romany
39709;Potichu;Príslovka;umelecky_romany
39710;.;Interpunkcia;umelecky_romany
39711;Marga;Podstatné meno;umelecky_romany
39712;sa;Zvratné zámeno;umelecky_romany
39713;zachvela;Sloveso;umelecky_romany
39714;.;Interpunkcia;umelecky_romany
39715;Som;Sloveso;umelecky_romany
39716;chorá;Prídavné meno;umelecky_romany
39717;,;Interpunkcia;umelecky_romany
39718;povedala;Sloveso;umelecky_romany
39719;,;Interpunkcia;umelecky_romany
39720;zomriem;Sloveso;umelecky_romany
39721;.;Interpunkcia;umelecky_romany
39722;Nostradamus;Podstatné meno;umelecky_romany
39723;nič;Zámeno;umelecky_romany
39724;také;Zámeno;umelecky_romany
39725;nepredpovedal;Sloveso;umelecky_romany
39726;.;Interpunkcia;umelecky_romany
39727;.;Interpunkcia;umelecky_romany
39728;.;Interpunkcia;umelecky_romany
39729;Marga;Podstatné meno;umelecky_romany
39730;sa;Zvratné zámeno;umelecky_romany
39731;posadila;Sloveso;umelecky_romany
39732;na;Predložka;umelecky_romany
39733;posteli;Podstatné meno;umelecky_romany
39734;.;Interpunkcia;umelecky_romany
39735;Začala;Sloveso;umelecky_romany
39736;som;Sloveso;umelecky_romany
39737;mať;Sloveso;umelecky_romany
39738;podozrenie;Podstatné meno;umelecky_romany
39739;už;Častica;umelecky_romany
39740;pred;Predložka;umelecky_romany
39741;rokom;Podstatné meno;umelecky_romany
39742;,;Interpunkcia;umelecky_romany
39743;povedala;Sloveso;umelecky_romany
39744;.;Interpunkcia;umelecky_romany
39745;Ale;Spojka;umelecky_romany
39746;ja;Zámeno;umelecky_romany
39747;som;Sloveso;umelecky_romany
39748;Marge;Podstatné meno;umelecky_romany
39749;nič;Zámeno;umelecky_romany
39750;nepovedal;Sloveso;umelecky_romany
39751;ani;Spojka;umelecky_romany
39752;v;Predložka;umelecky_romany
39753;to;Zámeno;umelecky_romany
39754;ráno;Podstatné meno;umelecky_romany
39755;,;Interpunkcia;umelecky_romany
39756;ani;Spojka;umelecky_romany
39757;neskôr;Príslovka;umelecky_romany
39758;.;Interpunkcia;umelecky_romany
39759;A;Spojka;umelecky_romany
39760;táto;Zámeno;umelecky_romany
39761;skvelá;Prídavné meno;umelecky_romany
39762;žena;Podstatné meno;umelecky_romany
39763;vyšla;Sloveso;umelecky_romany
39764;v;Predložka;umelecky_romany
39765;mojom;Zámeno;umelecky_romany
39766;prípade;Podstatné meno;umelecky_romany
39767;navnivoč;Príslovka;umelecky_romany
39768;ako;Spojka;umelecky_romany
39769;maslo;Podstatné meno;umelecky_romany
39770;v;Predložka;umelecky_romany
39771;psej;Prídavné meno;umelecky_romany
39772;koži;Podstatné meno;umelecky_romany
39773;.;Interpunkcia;umelecky_romany
39774;Tak;Zámeno;umelecky_romany
39775;sa;Zvratné zámeno;umelecky_romany
39776;hovorievalo;Sloveso;umelecky_romany
39777;.;Interpunkcia;umelecky_romany
39778;Marga;Podstatné meno;umelecky_romany
39779;nechcela;Sloveso;umelecky_romany
39780;,;Interpunkcia;umelecky_romany
39781;aby;Spojka;umelecky_romany
39782;sme;Sloveso;umelecky_romany
39783;zobudili;Sloveso;umelecky_romany
39784;Irmu;Podstatné meno;umelecky_romany
39785;.;Interpunkcia;umelecky_romany
39786;Nechcela;Sloveso;umelecky_romany
39787;,;Interpunkcia;umelecky_romany
39788;aby;Spojka;umelecky_romany
39789;sme;Sloveso;umelecky_romany
39790;jej;Zámeno;umelecky_romany
39791;nechali;Sloveso;umelecky_romany
39792;odkaz;Podstatné meno;umelecky_romany
39793;.;Interpunkcia;umelecky_romany
39794;V;Predložka;umelecky_romany
39795;sobotu;Podstatné meno;umelecky_romany
39796;doobeda;Príslovka;umelecky_romany
39797;odstraňovala;Sloveso;umelecky_romany
39798;deficit;Podstatné meno;umelecky_romany
39799;spánku;Podstatné meno;umelecky_romany
39800;,;Interpunkcia;umelecky_romany
39801;ktorý;Zámeno;umelecky_romany
39802;sa;Zvratné zámeno;umelecky_romany
39803;nahromadil;Sloveso;umelecky_romany
39804;za;Predložka;umelecky_romany
39805;celý;Prídavné meno;umelecky_romany
39806;týždeň;Podstatné meno;umelecky_romany
39807;.;Interpunkcia;umelecky_romany
39808;Priniesol;Sloveso;umelecky_romany
39809;mi;Zámeno;umelecky_romany
39810;ju;Zámeno;umelecky_romany
39811;z;Predložka;umelecky_romany
39812;Ameriky;Podstatné meno;umelecky_romany
39813;môj;Zámeno;umelecky_romany
39814;syn;Podstatné meno;umelecky_romany
39815;.;Interpunkcia;umelecky_romany
39816;Pracuje;Sloveso;umelecky_romany
39817;na;Predložka;umelecky_romany
39818;Medzinárodnom;Prídavné meno;umelecky_romany
39819;letisku;Podstatné meno;umelecky_romany
39820;J;Značky;umelecky_romany
39821;.;Interpunkcia;umelecky_romany
39822;F;Značky;umelecky_romany
39823;.;Interpunkcia;umelecky_romany
39824;Kennedyho;Podstatné meno;umelecky_romany
39825;a;Spojka;umelecky_romany
39826;volá;Sloveso;umelecky_romany
39827;sa;Zvratné zámeno;umelecky_romany
39828;Tom;Podstatné meno;umelecky_romany
39829;.;Interpunkcia;umelecky_romany
39830;Vtedy;Zámeno;umelecky_romany
39831;sme;Sloveso;umelecky_romany
39832;mali;Sloveso;umelecky_romany
39833;iných;Zámeno;umelecky_romany
39834;svätcov;Podstatné meno;umelecky_romany
39835;.;Interpunkcia;umelecky_romany
39836;Marginým;Prídavné meno;umelecky_romany
39837;svätcom;Podstatné meno;umelecky_romany
39838;bol;Sloveso;umelecky_romany
39839;taliansky;Prídavné meno;umelecky_romany
39840;spevák;Podstatné meno;umelecky_romany
39841;Gianni;Podstatné meno;umelecky_romany
39842;Morandi;Podstatné meno;umelecky_romany
39843;,;Interpunkcia;umelecky_romany
39844;mojím;Zámeno;umelecky_romany
39845;Angličan;Podstatné meno;umelecky_romany
39846;Tom;Podstatné meno;umelecky_romany
39847;Jones;Podstatné meno;umelecky_romany
39848;.;Interpunkcia;umelecky_romany
39849;Pred;Predložka;umelecky_romany
39850;niekoľkými;Zámeno;umelecky_romany
39851;rokmi;Podstatné meno;umelecky_romany
39852;tam;Zámeno;umelecky_romany
39853;bol;Sloveso;umelecky_romany
39854;iba;Častica;umelecky_romany
39855;parčík;Podstatné meno;umelecky_romany
39856;.;Interpunkcia;umelecky_romany
39857;Podľa;Predložka;umelecky_romany
39858;nich;Zámeno;umelecky_romany
39859;u;Predložka;umelecky_romany
39860;nás;Zámeno;umelecky_romany
39861;hrdo;Príslovka;umelecky_romany
39862;postavili;Sloveso;umelecky_romany
39863;Stalinovu;Prídavné meno;umelecky_romany
39864;sochu;Podstatné meno;umelecky_romany
39865;.;Interpunkcia;umelecky_romany
39866;Podľa;Predložka;umelecky_romany
39867;iných;Zámeno;umelecky_romany
39868;to;Zámeno;umelecky_romany
39869;bol;Sloveso;umelecky_romany
39870;hadži;Podstatné meno;umelecky_romany
39871;Qamil;Podstatné meno;umelecky_romany
39872;.;Interpunkcia;umelecky_romany
39873;A;Spojka;umelecky_romany
39874;nemálo;Číslovka;umelecky_romany
39875;ľudí;Podstatné meno;umelecky_romany
39876;trvá;Sloveso;umelecky_romany
39877;na;Predložka;umelecky_romany
39878;tom;Zámeno;umelecky_romany
39879;,;Interpunkcia;umelecky_romany
