Slovo;POSTAG;Slovo2;POSTAG2
.;SENT;.;Z
Pobozkal;VLdsam+;Pobozkal;VLdsam+
som;VKesa+;som;VKesa+
ju;PFfs4;ju;PFfs4
na;Eu4;na;Eu4
obidve;NNnp4;obidve;NNnp4
líca;SSnp4;líca;SSnp4
.;SENT;.;Z
A;O;A;O
pomyslel;VLdsam+;pomyslel;VLdsam+
som;VKesa+;som;VKesa+
si;R;si;R
,;Z;,;Z
že;O;že;O
ju;PFfs4;ju;PFfs4
už;Dx;už;Dx
neuvidím;VKdsa-;neuvidím;VKdsa-
.;SENT;.;Z
Uvidel;VLdsam+;Uvidel;VLdsam+
som;VKesa+;som;VKesa+
ju;PFfs4;ju;PFfs4
veľmi;Dx;veľmi;Dx
rýchlo;Dx;rýchlo;Dx
.;SENT;.;Z
Jediná;NAfs1;Jediná;NAfs1
nádej;SSfs1;nádej;SSfs1
,;Z;,;Z
že;O;že;O
ju;PFfs4;ju;PFfs4
uvidím;VKdsa+;uvidím;VKdsa+
,;Z;,;Z
bola;VLescf+;bola;VLescf+
virtuálna;AAfs1x;virtuálna;AAfs1x
,;Z;,;Z
závisela;VLescf+;závisela;VLescf+
od;Eu2;od;Eu2
toho;PFns2;toho;PFns2
,;Z;,;Z
či;O;či;O
sa;R;sa;R
rozhodne;VKdsc+;rozhodne;VKdsc+
trápiť;VIe+;trápiť;VIe+
ma;PPhs4;ma;PPhs4
vo;Ev6;vo;Ev6
sne;SSis6;sne;SSis6
.;SENT;.;Z
Takto;PD;Takto;PD
som;VKesa+;som;VKesa+
trávieval;VLesam+;trávieval;VLesam+
večery;SSip4;večery;SSip4
,;Z;,;Z
márnil;VLesam+;márnil;VLesam+
som;VKesa+;som;VKesa+
čas;SSis4;čas;SSis4
pred;Eu7;pred;Eu7
televízorom;SSis7;televízorom;SSis7
.;SENT;.;Z
Podľa;Eu2;Podľa;Eu2
toho;PFns2;toho;PFns2
,;Z;,;Z
čo;PFns4;čo;PFns4
mi;PPhs3;mi;PPhs3
hovorili;VLepcm+;hovorili;VLepcm+
známi;AAmp1x;známi;SAmp1
,;Z;,;Z
som;VKesa+;som;VKesa+
sa;R;sa;R
mal;VLesam+;mal;VLesam+
teraz;Dx;teraz;Dx
skvele;Dx;skvele;Dx
.;SENT;.;Z
Pripomínali;VLepcf+;Pripomínali;VLepci+
mi;PPhs3;mi;PPhs3
najdaromnejšie;AAns4z;najdaromnejšie;AAns4z
obdobie;SSns4;obdobie;SSns4
môjho;PFis2;môjho;PFis2
života;SSis2;života;SSis2
.;SENT;.;Z
Ľudská;AAfs1x;Ľudská;AAfs1x
naivnosť;SSfs1;naivnosť;SSfs1
i;O;i;O
hrubosť;SSfs1;hrubosť;SSfs1
majú;VKepc+;majú;VKepc+
určité;AAfp4x;určité;AAfp4x
hranice;SSfp4;hranice;SSfp4
.;SENT;.;Z
Boli;VLepcf+;Boli;VLepcf+
to;PFns1;to;PFns1
facky;SSfp1;facky;SSfp1
od;Eu2;od;Eu2
mojich;PFfp2;mojich;PFfp2
postáv;SSfp2;postáv;SSfp2
.;SENT;.;Z
Chcel;VLesam+;Chcel;VLesam+
som;VKesa+;som;VKesa+
poprosiť;VId+;poprosiť;VId+
aj;T;aj;T
redaktorku;SSfs4;redaktorku;SSfs4
,;Z;,;Z
aby;OY;aby;OY
už;Dx;už;Dx
nevyužívala;VLescf-;nevyužívala;VLescf-
repliky;SSfp4;repliky;SSfp4
mojich;PFfp2;mojich;PFfp2
postáv;SSfp2;postáv;SSfp2
.;SENT;.;Z
Už;T;Už;T
dávno;Dx;dávno;Dx
som;VKesa+;som;VKesa+
stratil;VLdsam+;stratil;VLdsam+
kontakt;SSis4;kontakt;SSis4
so;Ev7;so;Ev7
svetom;SSis7;svetom;SSis7
kina;SSns2;kina;SSns2
a;O;a;O
v;Eu6;v;Eu6
nových;AAfp6x;nových;AAfp6x
televíziách;SSfp6;televíziách;SSfp6
ma;PPhs4;ma;PPhs4
nikto;PFms1;nikto;PFms1
nepoznal;VLescm-;nepoznal;VLjscm-
.;SENT;.;Z
Volal;VLescm+;Volal;VLesci+
sa;R;sa;R
Hmla;SSfs1:r;Hmla;SSfs1:r
.;SENT;.;Z
Ten;PFis1;Ten;PFis4
film;SSis1;film;SSis4
vysielali;VLepci+;vysielali;VLepco+
veľmi;Dx;veľmi;Dx
zriedka;Dx;zriedka;Dx
.;SENT;.;Z
Spôsoboval;VLesci+;Spôsoboval;VLesci+
mi;PPhs3;mi;PPhs3
najväčšie;AAns4z;najväčšie;AAns4z
utrpenie;SSns4;utrpenie;SSns4
.;SENT;.;Z
Bol;VLescm+;Bol;VLesci+
mimoriadne;Dx;mimoriadne;Dx
slabý;AAms1x;slabý;AAis1x
.;SENT;.;Z
Nechal;VLdsam+;Nechal;VLdsam+
som;VKesa+;som;VKesa+
televízor;SSis4;televízor;SSis4
zapnutý;Gtis4x;zapnutý;Gtis4x
a;O;a;O
privliekol;VLdsam+;privliekol;VLdsam+
som;VKesa+;som;VKesa+
sa;R;sa;R
k;Eu3;k;Eu3
dverám;SSfp3;dverám;SSfp3
bytu;SSis2;bytu;SSis2
.;SENT;.;Z
Najskôr;Dx;Najskôr;Dz
som;VKesa+;som;VKesa+
sa;R;sa;R
zarazil;VLdsam+;zarazil;VLdsam+
.;SENT;.;Z
V;Eu6;V;Eu6
televízii;SSfs6;televízii;SSfs6
stále;Dx;stále;Dx
bežala;VLescf+;bežala;VLescf+
Hmla;SSfs1:r;Hmla;SSfs1:r
.;SENT;.;Z
Keď;O;Keď;O
som;VKesa+;som;VKesa+
chcel;VLesam+;chcel;VLesam+
vypnúť;VId+;vypnúť;VId+
televízor;SSis4;televízor;SSis4
,;Z;,;Z
na;Eu6;na;Eu6
obrazovke;SSfs6;obrazovke;SSfs6
sa;R;sa;R
objavila;VLdscf+;objavila;VLdscf+
žena;SSfs1;žena;SSfs1
.;SENT;.;Z
Nazvem;VKdsa+;Nazvem;VKdsa+
ju;PFfs4;ju;PFfs4
Delina;SSfs1:r;Delina;SSfs1:r
,;Z;,;Z
podľa;Eu2;podľa;Eu2
mena;SSns2;mena;SSns2
hrdinky;SSfs2;hrdinky;SSfs2
.;SENT;.;Z
Zareagoval;VLdsam+;Zareagoval;VLdsam+
som;VKesa+;som;VKesa+
okamžite;Dx;okamžite;Dx
.;SENT;.;Z
Vtedy;PD;Vtedy;PD
mi;PPhs3;mi;PPhs3
položila;VLdscf+;položila;VLdscf+
ďalšiu;AAfs4x;ďalšiu;AAfs4x
otázku;SSfs4;otázku;SSfs4
.;SENT;.;Z
Nechala;VLdscf+;Nechala;VLdscf+
dole;Dx;dole;Dx
pred;Eu7;pred;Eu7
domom;SSis7;domom;SSis7
auto;SSns4;auto;SSns4
.;SENT;.;Z
Keď;O;Keď;O
sme;VKepa+;sme;VKepa+
vychádzali;VLepah+;vychádzali;VLepah+
z;Eu2;z;Eu2
izby;SSfs2;izby;SSfs2
,;Z;,;Z
že;O;že;O
pôjdeme;VBepa+;pôjdeme;VBepa+
k;Eu3;k;Eu3
autu;SSns3;autu;SSns3
,;Z;,;Z
uvidel;VLdsam+;uvidel;VLdsam+
som;VKesa+;som;VKesa+
vec;SSfs4;vec;SSfs4
,;Z;,;Z
ktorá;PAfs1;ktorá;PAfs1
zvrátila;VLdscf+;zvrátila;VLdscf+
ten;PFis4;ten;PFis4
večer;SSis4;večer;SSis4
nepredvídaným;Gtis7x;nepredvídaným;Gtis7x
smerom;SSis7;smerom;SSis7
.;SENT;.;Z
Bola;VLescf+;Bola;VLescf+
to;PFns1;to;PFns1
tenká;AAfs1x;tenká;AAfs1x
strieborná;AAfs1x;strieborná;AAfs1x
retiazka;SSfs1;retiazka;SSfs1
.;SENT;.;Z
Trápilo;VLescn+;Trápilo;VLescn+
ma;PPhs4;ma;PPhs4
niečo;PFns1;niečo;PFns1
iné;PAns1;iné;PAns1
:;Z;:;Z
musím;VKesa+;musím;VKesa+
zvíťaziť;VId+;zvíťaziť;VId+
nad;Eu7;nad;Eu7
zvieraťom;SSns7;zvieraťom;SSns7
,;Z;,;Z
ktoré;PAns1;ktoré;PAns1
sa;R;sa;R
vo;Ev6;vo;Ev6
mne;PPhs6;mne;PPhs6
prebudilo;VLdscn+;prebudilo;VLdscn+
.;SENT;.;Z
Ocitlo;VLdscn+;Ocitlo;VLdscn+
sa;R;sa;R
osamote;Dx;osamote;Dx
s;Eu7;s;Eu7
Lori;SUfs7:r;Lori;SUfs7:r
a;O;a;O
zo;Ev2;zo;Ev2
svojej;PFfs2;svojej;PFfs2
skrýše;SSfs2;skrýše;SSfs2
všetko;PFns1;všetko;PFns4
pozorne;Dx;pozorne;Dx
vnímalo;VLescn+;vnímalo;VLescn+
:;Z;:;Z
tvary;SSip4;tvary;SSip4
Lorinho;AFns2x:r;Lorinho;AFns2x:r
tela;SSns2;tela;SSns2
,;Z;,;Z
jej;PUis4;jej;PUis4
dych;SSis4;dych;SSis4
,;Z;,;Z
vôňu;SSfs4;vôňu;SSfs4
jej;PUns2;jej;PUns2
mäsa;SSns2;mäsa;SSns2
.;SENT;.;Z
Za;Eu2;Za;Eu2
týchto;PFfp2;týchto;PFfp2
okolností;SSfp2;okolností;SSfp2
bola;VLescf+;bola;VLescf+
akási;PAfs1;akási;PAfs1
tenká;AAfs1x;tenká;AAfs1x
strieborná;AAfs1x;strieborná;AAfs1x
retiazka;SSfs1;retiazka;SSfs1
na;Eu6;na;Eu6
jej;PUis6;jej;PUis6
krku;SSis6;krku;SSis6
celkom;Dx;celkom;Dx
bezvýznamná;AAfs1x;bezvýznamná;AAfs1x
.;SENT;.;Z
Zišli;VLdpah+;Zišli;VLdpah+
sme;VKepa+;sme;VKepa+
dolu;Dx;dolu;Dx
.;SENT;.;Z
Keď;O;Keď;O
si;R;si;R
Lori;SUfs1:r;Lori;SUfs1:r
sadla;VLdscf+;sadla;VLdscf+
do;Eu2;do;Eu2
auta;SSns2;auta;SSns2
,;Z;,;Z
sklonila;VLdscf+;sklonila;VLdscf+
sa;R;sa;R
nad;Eu4;nad;Eu4
volant;SSis4;volant;SSis4
,;Z;,;Z
plecia;SSnp1;plecia;SSnp1
sa;R;sa;R
jej;PFfs3;jej;PFfs3
roztriasli;VLdpcn+;roztriasli;VLdpcn+
a;O;a;O
ja;PPhs1;ja;PPhs1
som;VKesa+;som;VKesa+
si;R;si;R
zarazene;Dx;zarazene;Dx
uvedomil;VLdscm+;uvedomil;VLdsam+
,;Z;,;Z
že;O;že;O
vzlyká;VKesc+;vzlyká;VKesc+
.;SENT;.;Z
Takéto;PAfp4;Takéto;PAfp4
obavy;SSfp4;obavy;SSfp4
som;VKesa+;som;VKesa+
rázne;Dx;rázne;Dx
zavrhol;VLdsam+;zavrhol;VLdsam+
.;SENT;.;Z
Jej;PUns1;Jej;PUns1
vysvetlenie;SSns1;vysvetlenie;SSns1
bolo;VLescn+;bolo;VLescn+
až;T;až;T
príliš;Dx;príliš;Dx
jednoduché;AAns1x;jednoduché;AAns1x
.;SENT;.;Z
Je;VKesc+;Je;VKesc+
tvrdohlavý;AAms1x;tvrdohlavý;AAms1x
,;Z;,;Z
neodíde;VKdsc-;neodíde;VKdsc-
,;Z;,;Z
ani;O;ani;O
keby;OY;keby;OY
som;VKesa+;som;VKesa+
to;PFns4;to;PFns4
ohlásila;VLdsaf+;ohlásila;VLdsaf+
na;Eu6;na;Eu6
polícii;SSfs6;polícii;SSfs6
.;SENT;.;Z
Odišla;VLdsaf+;Odišla;VLdsaf+
som;VKesa+;som;VKesa+
preč;Dx;preč;Dx
,;Z;,;Z
nechala;VLdsaf+;nechala;VLdsaf+
som;VKesa+;som;VKesa+
ho;PFms4;ho;PFms4
tam;PD;tam;PD
.;SENT;.;Z
Natiahla;VLdscf+;Natiahla;VLdscf+
sa;R;sa;R
k;Eu3;k;Eu3
zásuvke;SSfs3;zásuvke;SSfs3
na;Eu6;na;Eu6
mojej;PFfs6;mojej;PFfs6
strane;SSfs6;strane;SSfs6
a;O;a;O
prehŕňala;VLescf+;prehŕňala;VLescf+
sa;R;sa;R
v;Eu6;v;Eu6
nej;PFfs6;nej;PFfs6
,;Z;,;Z
až;O;až;O
kým;O;kým;O
nenašla;VLdscf-;nenašla;VLdscf-
škatuľku;SSfs4;škatuľku;SSfs4
cigariet;SSfp2;cigariet;SSfp2
.;SENT;.;Z
Mňa;PPhs4;Mňa;PPhs2
sa;R;sa;R
zatiaľ;PD;zatiaľ;PD
zmocnilo;VLdscn+;zmocnilo;VLdscn+
dvojnásobné;NAns1;dvojnásobné;NAns1
rozrušenie;SSns1;rozrušenie;SSns1
.;SENT;.;Z
Vtedy;PD;Vtedy;PD
som;VKesa+;som;VKesa+
si;R;si;R
spomenul;VLdsam+;spomenul;VLdsam+
na;Eu4;na;Eu4
medailón;SSis4;medailón;SSis4
.;SENT;.;Z
Po;Eu6;Po;Eu6
špičkách;SSfp6;špičkách;SSfp6
som;VKesa+;som;VKesa+
vošiel;VLdsam+;vošiel;VLdsam+
do;Eu2;do;Eu2
Irminej;AFfs2x:r;Irminej;AFfs2x:r
izby;SSfs2;izby;SSfs2
.;SENT;.;Z
Oči;SSnp1;Oči;SSnp1
ma;PPhs4;ma;PPhs4
neklamali;VLepcn-;neklamali;VLepcn-
.;SENT;.;Z
Išiel;VLesam+;Išiel;VLesam+
som;VKesa+;som;VKesa+
do;Eu2;do;Eu2
kuchyne;SSfs2;kuchyne;SSfs2
.;SENT;.;Z
Takto;PD;Takto;PD
som;VKesa+;som;VKesa+
kedysi;PD;kedysi;PD
čakával;VLesam+;čakával;VLesam+
na;Eu4;na;Eu4
Doloru;SSfs4:r;Doloru;SSfs4:r
.;SENT;.;Z
Lori;SUfs1:r;Lori;SUfs3:r
to;PFns1;to;PFns1
trvalo;VLescn+;trvalo;VLescn+
dlho;Dx;dlho;Dx
,;Z;,;Z
ale;O;ale;O
neplakala;VLescf-;neplakala;VLescf-
.;SENT;.;Z
Lori;SUfs1:r;Lori;SUfs1:r
zostala;VLdscf+;zostala;VLdscf+
stáť;VIe+;stáť;VIe+
.;SENT;.;Z
Povedal;VLdsam+;Povedal;VLdsam+
som;VKesa+;som;VKesa+
jej;PFfs3;jej;PFfs3
,;Z;,;Z
nech;O;nech;O
si;R;si;R
sadne;VKdsc+;sadne;VKdsc+
,;Z;,;Z
ale;O;ale;O
ona;PFfs1;ona;PFfs1
sa;R;sa;R
zdráhala;VLescf+;zdráhala;VLescf+
.;SENT;.;Z
Povedala;VLdscf+;Povedala;VLdscf+
,;Z;,;Z
že;O;že;O
sa;R;sa;R
cíti;VKesc+;cíti;VKesc+
unavená;Gtfs1x;unavená;Gtfs1x
a;O;a;O
na;Eu4;na;Eu4
druhý;NAis4;druhý;NAis4
deň;SSis4;deň;SSis4
musí;VKesc+;musí;VKesc+
zavčasu;Dx;zavčasu;Dx
vstávať;VIe+;vstávať;VIe+
.;SENT;.;Z
Aj;T;Aj;O
ja;PPhs1;ja;PPhs1
som;VKesa+;som;VKesa+
rada;AUfs1x;rada;AUfs1x
,;Z;,;Z
prehodila;VLdscf+;prehodila;VLdscf+
Lori;SUfs1:r;Lori;SUfs1:r
,;Z;,;Z
aj;T;aj;O
ja;PPhs1;ja;PPhs1
som;VKesa+;som;VKesa+
bola;VLescf+;bola;VLescf+
otrávená;Gtfs1x;otrávená;Gtfs1x
až;T;až;T
na;Eu4;na;Eu4
smrť;SSfs4;smrť;SSfs4
.;SENT;.;Z
Lori;SUfs1:r;Lori;SUfs1:r
sa;R;sa;R
nahlas;Dx;nahlas;Dx
zasmiala;VLdscf+;zasmiala;VLdscf+
.;SENT;.;Z
Nečakal;VLesam-;Nečakal;VLesam-
som;VKesa+;som;VKesa+
,;Z;,;Z
že;O;že;O
ju;PFfs4;ju;PFfs4
moje;PFnp1;moje;PFnp1
slová;SSnp1;slová;SSnp1
až;T;až;T
tak;PD;tak;PD
rozosmejú;VKdpc+;rozosmejú;VKdpc+
.;SENT;.;Z
Podala;VLdscf+;Podala;VLdscf+
mi;PPhs3;mi;PPhs3
pohár;SSis4;pohár;SSis4
a;O;a;O
ja;PPhs1;ja;PPhs1
som;VKesa+;som;VKesa+
vystrúhal;VLdsam+;vystrúhal;VLdsam+
biedny;AAis4x;biedny;AAis4x
úsmev;SSis4;úsmev;SSis4
.;SENT;.;Z
Poznal;VLjsam+;Poznal;VLesam+
som;VKesa+;som;VKesa+
tú;PFfs4;tú;PFfs4
ženu;SSfs4;ženu;SSfs4
,;Z;,;Z
vedel;VLesam+;vedel;VLesam+
som;VKesa+;som;VKesa+
,;Z;,;Z
aké;PAfp4;aké;PAns4
má;VKesc+;má;VKesc+
meno;SSns1;meno;SSns4
.;SENT;.;Z
Volala;VLescf+;Volala;VLescf+
sa;R;sa;R
Dolora;SSfs1:r;Dolora;SSfs1:r
.;SENT;.;Z
Ale;O;Ale;T
mozog;SSis1;mozog;SSis1
mi;PPhs3;mi;PPhs3
nefungoval;VLesci-;nefungoval;VLesci-
.;SENT;.;Z
A;O;A;O
povedal;VLdsam+;povedal;VLdsam+
som;VKesa+;som;VKesa+
jej;PFfs3;jej;PFfs3
,;Z;,;Z
že;O;že;O
je;VKesc+;je;VKesc+
inteligentné;AAns1x;inteligentné;AAns1x
dievča;SSns1;dievča;SSns1
.;SENT;.;Z
Ako;O;Ako;O
som;VKesa+;som;VKesa+
takto;PD;takto;PD
táral;VLesam+;táral;VLesam+
,;Z;,;Z
pochopil;VLdsam+;pochopil;VLdsam+
som;VKesa+;som;VKesa+
,;Z;,;Z
že;O;že;O
rozprávam;VKesa+;rozprávam;VKesa+
hlúposti;SSfp4;hlúposti;SSfp4
.;SENT;.;Z
Ale;O;Ale;T
Lori;SUfs1:r;Lori;SUfs1:r
pochopila;VLdscf+;pochopila;VLdscf+
zmysel;SSis4;zmysel;SSis4
mojich;PFnp2;mojich;PFnp2
slov;SSnp2;slov;SSnp2
po;Eu6;po;Eu6
svojom;PFns6;svojom;PFns6
.;SENT;.;Z
Toto;PFns1;Toto;PFns4
mi;PPhs3;mi;PPhs3
vysvetľovala;VLescf+;vysvetľovala;VLescf+
aj;T;aj;T
stará;AAfs1x;stará;AAfs1x
mama;SSfs1;mama;SSfs1
z;Eu2;z;Eu2
otcovej;AFfs2x;otcovej;AFfs2x
strany;SSfs2;strany;SSfs2
,;Z;,;Z
povedala;VLdscf+;povedala;VLdscf+
.;SENT;.;Z
Krist;SSms1:r;Krist;SSms1:r
,;Z;,;Z
nenamáhaj;VMesb-;nenamáhaj;VMesb-
sa;R;sa;R
,;Z;,;Z
nepoučuj;VMesb-;nepoučuj;VMesb-
ma;PPhs4;ma;PPhs4
o;Eu6;o;Eu6
tom;PFns6;tom;PFns6
,;Z;,;Z
o;Eu6;o;Eu6
čom;PFns6;čom;PFns6
ma;PPhs4;ma;PPhs4
stará;AAfs1x;stará;AAfs1x
mama;SSfs1;mama;SSfs1
poučila;VLdscf+;poučila;VLdscf+
už;T;už;T
dávno;Dx;dávno;Dx
‐;Z;‐;Z
pradávno;Dx;pradávno;Dx
.;SENT;.;Z
Nie;T;Nie;T
si;VKesb+;si;VKesb-
moja;PFfs1;moja;PFfs1
stará;AAfs1x;stará;AAfs1x
mama;SSfs1;mama;SSfs1
.;SENT;.;Z
.;SENT;.;Z
.;SENT;.;Z
A;T;A;T
,;Z;,;Z
prosím;VKesa+;prosím;VKesa+
ťa;PPhs4;ťa;PPhs4
,;Z;,;Z
nalej;VMdsb+;nalej;VMdsb+
mi;PPhs3;mi;PPhs3
ešte;T;ešte;T
raz;NSis4;raz;NSis4
do;Eu2;do;Eu2
tohto;PFis2;tohto;PFis2
pohára;SSis2;pohára;SSis2
!;SENT;!;Z
Očervenela;VLdscf+;Očervenela;VLdscf+
a;O;a;O
zmena;SSfs1;zmena;SSfs1
v;Eu6;v;Eu6
jej;PUns6;jej;PUns6
správaní;SSns6;správaní;SSns6
ma;PPhs4;ma;PPhs4
rozrušila;VLdscf+;rozrušila;VLdscf+
.;SENT;.;Z
Lorina;AFfs1x:r;Lorina;AFfs1x:r
tvár;SSfs1;tvár;SSfs1
nadobudla;VLdscf+;nadobudla;VLdscf+
purpurovú;AAfs4x;purpurovú;AAfs4x
farbu;SSfs4;farbu;SSfs4
,;Z;,;Z
pery;SSfp4;pery;SSfp1
sa;R;sa;R
jej;PFfs3;jej;PFfs3
roztvorili;VLdpcn+;roztvorili;VLdpcf+
.;SENT;.;Z
Pomyslel;VLdsam+;Pomyslel;VLdsam+
som;VKesa+;som;VKesa+
si;R;si;R
,;Z;,;Z
že;O;že;O
plače;VKesc+;plače;VKesc+
.;SENT;.;Z
Nepodarilo;VLdscn-;Nepodarilo;VLdscn-
sa;R;sa;R
mi;PPhs3;mi;PPhs3
to;PFns1;to;PFns1
.;SENT;.;Z
Slovo;SSns1;Slovo;SSns1
„;Z;„;Z
idiot;SSms1;idiot;SSms1
“;Z;“;Z
mi;PPhs3;mi;PPhs3
uviazlo;VLdscn+;uviazlo;VLdscn+
v;Eu6;v;Eu6
hrdle;SSns6;hrdle;SSns6
.;SENT;.;Z
Pritisla;VLdscf+;Pritisla;VLdscf+
sa;R;sa;R
mi;PPhs3;mi;PPhs3
tam;PD;tam;PD
tvár;SSfs1;tvár;SSfs1
Dolory;SSfs2:r;Dolory;SSfs2:r
.;SENT;.;Z
Tvár;SSfs1;Tvár;SSfs1
Lizy;SSfs2:r;Lizy;SSfs2:r
.;SENT;.;Z
Splývali;VLepcf+;Splývali;VLepcf+
pred;Eu7;pred;Eu7
mojím;PFis7;mojím;PFis7
duševným;AAis7x;duševným;AAis7x
zrakom;SSis7;zrakom;SSis7
v;Eu6;v;Eu6
podobe;SSfs6;podobe;SSfs6
Lori;SUfs1:r;Lori;SUfs2:r
,;Z;,;Z
ktorá;PAfs1;ktorá;PAfs1
bola;VLescf+;bola;VLescf+
ich;PUfs7;ich;PUfs7
poslednou;NAfs7;poslednou;NAfs7
metamorfózou;SSfs7;metamorfózou;SSfs7
.;SENT;.;Z
Zviera;SSns1;Zviera;SSns1
vo;Ev6;vo;Ev6
mne;PPhs6;mne;PPhs6
zavylo;VLdscn+;zavylo;VLdscn+
.;SENT;.;Z
V;Eu6;V;Eu6
tomto;PFns6;tomto;PFns6
omámení;SSns6;omámení;SSns6
som;VKesa+;som;VKesa+
si;R;si;R
spomenul;VLdsam+;spomenul;VLdsam+
na;Eu4;na;Eu4
niečo;PFns4;niečo;PFns4
zvláštne;AAns4x;zvláštne;AAns4x
,;Z;,;Z
čo;PFns4;čo;PFns4
som;VKesa+;som;VKesa+
kdesi;PD;kdesi;PD
čítal;VLesam+;čítal;VLesam+
alebo;O;alebo;O
počul;VLjsam+;počul;VLjsam+
.;SENT;.;Z
Chcem;VKesa+;Chcem;VKesa+
byť;VIe+;byť;VIe+
tvojím;PFms7;tvojím;PFms7
kňazom;SSms7;kňazom;SSms7
,;Z;,;Z
povedal;VLdsam+;povedal;VLdsam+
som;VKesa+;som;VKesa+
jej;PFfs3;jej;PFfs3
.;SENT;.;Z
Sedeli;VLepah+;Sedeli;VLepah+
sme;VKepa+;sme;VKepa+
pri;Eu6;pri;Eu6
stole;SSis6;stole;SSis6
oproti;Eu3;oproti;Eu3
sebe;PPhs3;sebe;PPhs3
.;SENT;.;Z
To;PFns1;To;PFns1
sú;VKepc+;sú;VKepc+
moji;PFmp1;moji;PFmp1
rodičia;SSmp1;rodičia;SSmp1
,;Z;,;Z
povedala;VLdscf+;povedala;VLdscf+
.;SENT;.;Z
Z;Eu2;Z;Eu2
jedného;NFns2;jedného;NFns2
na;Eu4;na;Eu4
mňa;PPhs4;mňa;PPhs4
upierala;VLescf+;upierala;VLescf+
zrak;SSis4;zrak;SSis4
Dolora;SSfs1:r;Dolora;SSfs1:r
.;SENT;.;Z
A;O;A;T
v;Eu6;v;Eu6
mozgu;SSis6;mozgu;SSis6
sa;R;sa;R
mi;PPhs3;mi;PPhs3
vynorila;VLdscf+;vynorila;VLdscf+
zabudnutá;Gtfs1x;zabudnutá;Gtfs1x
scéna;SSfs1;scéna;SSfs1
.;SENT;.;Z
Teraz;Dx;Teraz;Dx
som;VKesa+;som;VKesa+
cítil;VLesam+;cítil;VLesam+
,;Z;,;Z
že;O;že;O
nemám;VKesa-;nemám;VKesa-
silu;SSfs4;silu;SSfs4
pokračovať;VIe+;pokračovať;VIe+
pred;Eu7;pred;Eu7
Lori;SUfs7:r;Lori;SUfs7:r
.;SENT;.;Z
Uniklo;VLdscn+;Uniklo;VLdscn+
mi;PPhs3;mi;PPhs3
„;Z;„;Z
ach;J;ach;J
!;SENT;!;Z
“;Z;“;Z
.;SENT;.;Z
Zároveň;Dx;Zároveň;Dx
sa;R;sa;R
pred;Eu7;pred;Eu7
mojím;PFis7;mojím;PFis7
duševným;AAis7x;duševným;AAis7x
zrakom;SSis7;zrakom;SSis7
naraz;Dx;naraz;Dx
objavilo;VLdscn+;objavilo;VLdscn+
dievčatko;SSns1;dievčatko;SSns1
.;SENT;.;Z
Malé;AAns1x;Malé;AAns1x
,;Z;,;Z
naježené;Gtns1x;naježené;Gtns1x
,;Z;,;Z
modrooké;AAns1x;modrooké;AAns1x
.;SENT;.;Z
Spýtal;VLdsam+;Spýtal;VLdsam+
som;VKesa+;som;VKesa+
sa;R;sa;R
ho;PFms4;ho;PFns4
,;Z;,;Z
ako;O;ako;PD
sa;R;sa;R
volá;VKesc+;volá;VKesc+
,;Z;,;Z
ale;O;ale;O
ono;PFns1;ono;PFns1
mi;PPhs3;mi;PPhs3
nechcelo;VLescn-;nechcelo;VLescn-
povedať;VId+;povedať;VId+
svoje;PFns4;svoje;PFns4
meno;SSns4;meno;SSns4
.;SENT;.;Z
To;PFns1;To;PFns1
je;VKesc+;je;VKesc+
tajomstvo;SSns1;tajomstvo;SSns1
,;Z;,;Z
povedalo;VLdscn+;povedalo;VLdscn+
,;Z;,;Z
neprezradím;VKdsa-;neprezradím;VKdsa-
ho;PFns4;ho;PFns4
každému;PAms3;každému;PAms3
.;SENT;.;Z
Zjavilo;VLdscn+;Zjavilo;VLdscn+
sa;R;sa;R
mi;PPhs3;mi;PPhs3
vo;Ev6;vo;Ev6
sne;SSis6;sne;SSis6
a;O;a;O
mne;PPhs3;mne;PPhs3
stále;Dx;stále;Dx
znie;VKesc+;znie;VKesc+
v;Eu6;v;Eu6
ušiach;SSnp6;ušiach;SSnp6
jeho;PUis1;jeho;PUis1
hlas;SSis1;hlas;SSis1
.;SENT;.;Z
Ten;PFis1;Ten;PFis1
medailón;SSis1;medailón;SSis1
patril;VLesci+;patril;VLesci+
mojej;PFfs3;mojej;PFfs3
mame;SSfs3;mame;SSfs3
.;SENT;.;Z
Zaujímavá;AAfs1x;Zaujímavá;AAfs1x
nie;T;nie;T
je;VKesc+;je;VKesc-
ani;T;ani;O
smrť;SSfs1;smrť;SSfs1
otca;SSms2;otca;SSms2
mojej;PFfs2;mojej;PFfs2
mamy;SSfs2;mamy;SSfs2
,;Z;,;Z
ani;O;ani;O
smrť;SSfs1;smrť;SSfs1
môjho;PFms2;môjho;PFms2
otca;SSms2;otca;SSms2
.;SENT;.;Z
V;Eu6;V;Eu6
skutočnosti;SSfs6;skutočnosti;SSfs6
to;PFns1;to;PFns1
nebola;VLescf-;nebola;VLescf-
nijaká;PAfs1;nijaká;PAfs1
vila;SSfs1;vila;SSfs1
.;SENT;.;Z
Naopak;T;Naopak;T
,;Z;,;Z
mama;SSfs1;mama;SSfs1
sedávala;VLescf+;sedávala;VLescf+
za;Eu7;za;Eu7
stolom;SSis7;stolom;SSis7
a;O;a;O
písala;VLescf+;písala;VLescf+
listy;SSip4;listy;SSip4
.;SENT;.;Z
