Slovo;Číslo;Slovo2;Číslo2
prikáže;jednotné;prikáže;jednotné
.;;.;
Herkules;jednotné;Herkules;jednotné
medzitým;;medzitým;
navštívil;jednotné;navštívil;jednotné
v;;v;
chráme;jednotné;chráme;jednotné
Dia;jednotné;Dia;jednotné
a;;a;
predviedol;jednotné;predviedol;jednotné
milovanému;jednotné;milovanému;jednotné
otcovi;jednotné;otcovi;jednotné
svoje;množné;svoje;množné
víťazstvá;množné;víťazstvá;množné
.;;.;
“;;“;
Som;jednotné;Som;jednotné
najslávnejší;jednotné;najslávnejší;jednotné
človek;jednotné;človek;jednotné
v;;v;
Grécku;jednotné;Grécku;jednotné
!;;!;
“;;“;
namietal;jednotné;namietal;jednotné
Herkules;jednotné;Herkules;jednotné
.;;.;
“;;“;
Nazri;jednotné;Nazri;jednotné
do;;do;
svojho;jednotné;svojho;jednotné
srdca;jednotné;srdca;jednotné
,;;,;
ono;jednotné;ono;jednotné
ti;jednotné;ti;jednotné
povie;jednotné;povie;jednotné
,;;,;
čo;jednotné;čo;jednotné
máš;jednotné;máš;jednotné
robiť;;robiť;
.;;.;
“;;“;
“;;“;
Nikdy;;Nikdy;
nevystúpim;jednotné;nevystúpim;jednotné
na;;na;
Olymp;jednotné;Olymp;jednotné
,;;,;
“;;“;
vravel;jednotné;vravel;jednotné
Filovi;jednotné;Filovi;jednotné
.;;.;
Keď;;Keď;
zistil;jednotné;zistil;jednotné
,;;,;
že;;že;
je;jednotné;je;jednotné
to;jednotné;to;jednotné
Meg;jednotné;Meg;jednotné
,;;,;
potešil;jednotné;potešil;jednotné
sa;;sa;
.;;.;
Veľmi;;Veľmi;
by;;by;
tvoj;jednotné;tvoj;jednotné
capko;jednotné;capko;jednotné
zúril;jednotné;zúril;jednotné
,;;,;
keby;;keby;
si;jednotné;si;jednotné
sa;;sa;
dnes;;dnes;
poobede;;poobede;
ulial;jednotné;ulial;jednotné
?;;?;
“;;“;
Herkules;jednotné;Herkules;jednotné
hodil;jednotné;hodil;jednotné
povinnosti;množné;povinnosti;množné
s;;s;
radosťou;jednotné;radosťou;jednotné
za;;za;
hlavu;jednotné;hlavu;jednotné
.;;.;
Keď;;Keď;
ich;množné;ich;množné
neskôr;;neskôr;
Fil;jednotné;Fil;jednotné
dohonil;jednotné;dohonil;jednotné
,;;,;
zúril;jednotné;zúril;jednotné
ako;;ako;
pominutý;jednotné;pominutý;jednotné
.;;.;
“;;“;
Koniec;jednotné;Koniec;jednotné
!;;!;
“;;“;
Ide;jednotné;Ide;jednotné
sa;;sa;
na;;na;
štadión;jednotné;štadión;jednotné
.;;.;
Vtedy;;Vtedy;
si;;si;
uvedomil;jednotné;uvedomil;jednotné
,;;,;
že;;že;
Meg;jednotné;Meg;jednotné
po;;po;
celý;jednotné;celý;jednotné
čas;jednotné;čas;jednotné
donášala;jednotné;donášala;jednotné
Hádesovi;jednotné;Hádesovi;jednotné
.;;.;
Skormútený;jednotné;Skormútený;jednotné
Herkulovou;jednotné;Herkulovou;jednotné
tvrdohlavosťou;jednotné;tvrdohlavosťou;jednotné
odchádzal;jednotné;odchádzal;jednotné
a;;a;
nechal;jednotné;nechal;jednotné
ho;jednotné;ho;jednotné
vznášať;;vznášať;
sa;;sa;
v;;v;
oblakoch;množné;oblakoch;množné
.;;.;
Pegas;jednotné;Pegas;jednotné
naletel;jednotné;naletel;jednotné
každej;jednotné;každej;jednotné
krásnej;jednotné;krásnej;jednotné
hrive;jednotné;hrive;jednotné
a;;a;
nasledoval;jednotné;nasledoval;jednotné
kobylu;jednotné;kobylu;jednotné
do;;do;
neďalekej;jednotné;neďalekej;jednotné
stajne;jednotné;stajne;jednotné
.;;.;
Vnútri;;Vnútri;
sa;;sa;
krásna;jednotné;krásna;jednotné
kobylka;jednotné;kobylka;jednotné
rozdvojila;jednotné;rozdvojila;jednotné
a;;a;
vyskočili;množné;vyskočili;množné
z;;z;
nej;jednotné;nej;jednotné
Bôľ;jednotné;Bôľ;jednotné
a;;a;
Zmätok;jednotné;Zmätok;jednotné
.;;.;
Teraz;;Teraz;
mohol;jednotné;mohol;jednotné
Hádes;jednotné;Hádes;jednotné
vyjednávať;;vyjednávať;
.;;.;
Herkules;jednotné;Herkules;jednotné
napokon;;napokon;
súhlasil;jednotné;súhlasil;jednotné
.;;.;
Keď;;Keď;
konečne;;konečne;
nastala;jednotné;nastala;jednotné
správna;jednotné;správna;jednotné
konštelácia;jednotné;konštelácia;jednotné
hviezd;množné;hviezd;množné
,;;,;
Hádes;jednotné;Hádes;jednotné
vyslobodil;jednotné;vyslobodil;jednotné
Titanov;množné;Titanov;množné
z;;z;
podzemného;jednotné;podzemného;jednotné
väzenia;jednotné;väzenia;jednotné
.;;.;
“;;“;
Kto;jednotné;Kto;jednotné
vás;množné;vás;množné
uvrhol;jednotné;uvrhol;jednotné
do;;do;
tohto;jednotné;tohto;jednotné
biedneho;jednotné;biedneho;jednotné
väzenia;jednotné;väzenia;jednotné
?;;?;
“;;“;
Zničíme;množné;Zničíme;množné
ho;jednotné;ho;jednotné
!;;!;
“;;“;
zahrmeli;množné;zahrmeli;množné
Titan;jednotné;Titan;jednotné
Skala;jednotné;Skala;jednotné
,;;,;
Titan;jednotné;Titan;jednotné
Sopka;jednotné;Sopka;jednotné
,;;,;
Titan;jednotné;Titan;jednotné
Ľadovec;jednotné;Ľadovec;jednotné
,;;,;
Titan;jednotné;Titan;jednotné
Tornádo;jednotné;Tornádo;jednotné
a;;a;
jednooký;jednotné;jednooký;jednotné
Kyklop;jednotné;Kyklop;jednotné
,;;,;
keď;;keď;
po;;po;
jednom;jednotné;jednom;jednotné
vychádzali;množné;vychádzali;množné
z;;z;
jaskyne;jednotné;jaskyne;jednotné
.;;.;
Hermes;jednotné;Hermes;jednotné
práve;;práve;
spokojne;;spokojne;
podriemkaval;jednotné;podriemkaval;jednotné
na;;na;
oblaku;jednotné;oblaku;jednotné
,;;,;
keď;;keď;
ho;jednotné;ho;jednotné
prebudil;jednotné;prebudil;jednotné
hrozný;jednotné;hrozný;jednotné
rachot;jednotné;rachot;jednotné
.;;.;
“;;“;
Rozdupeme;množné;Rozdupeme;množné
Dia;jednotné;Dia;jednotné
!;;!;
Zničíme;množné;Zničíme;množné
ho;jednotné;ho;jednotné
!;;!;
“;;“;
kričali;množné;kričali;množné
.;;.;
“;;“;
Budeme;množné;Budeme;množné
mať;;mať;
problémy;množné;problémy;množné
.;;.;
“;;“;
Hefaistos;jednotné;Hefaistos;jednotné
kul;jednotné;kul;jednotné
rýchlo;;rýchlo;
blesky;množné;blesky;množné
,;;,;
ktoré;množné;ktoré;množné
bohom;množné;bohom;množné
slúžili;množné;slúžili;množné
ako;;ako;
zbrane;množné;zbrane;množné
.;;.;
Vtedy;;Vtedy;
začula;jednotné;začula;jednotné
Meg;jednotné;Meg;jednotné
z;;z;
neďalekej;jednotné;neďalekej;jednotné
stajne;jednotné;stajne;jednotné
známe;jednotné;známe;jednotné
erdžanie;jednotné;erdžanie;jednotné
.;;.;
Našla;jednotné;Našla;jednotné
tam;;tam;
Pegasa;jednotné;Pegasa;jednotné
.;;.;
“;;“;
Prestaň;jednotné;Prestaň;jednotné
sa;;sa;
krútiť;;krútiť;
!;;!;
Herkules;jednotné;Herkules;jednotné
má;jednotné;má;jednotné
ťažkosti;množné;ťažkosti;množné
!;;!;
“;;“;
vravela;jednotné;vravela;jednotné
mu;jednotné;mu;jednotné
,;;,;
keď;;keď;
ho;jednotné;ho;jednotné
odväzovala;jednotné;odväzovala;jednotné
.;;.;
Meg;jednotné;Meg;jednotné
totiž;;totiž;
verila;jednotné;verila;jednotné
,;;,;
že;;že;
iba;;iba;
Fil;jednotné;Fil;jednotné
môže;jednotné;môže;jednotné
odvrátiť;;odvrátiť;
Herkulovu;jednotné;Herkulovu;jednotné
porážku;jednotné;porážku;jednotné
.;;.;
“;;“;
Herkules;jednotné;Herkules;jednotné
nám;množné;nám;množné
dal;jednotné;dal;jednotné
niečo;jednotné;niečo;jednotné
,;;,;
čo;jednotné;čo;jednotné
sme;množné;sme;množné
obaja;množné;obaja;množné
stratili;množné;stratili;množné
.;;.;
“;;“;
Teraz;;Teraz;
stratil;jednotné;stratil;jednotné
nádej;jednotné;nádej;jednotné
on;jednotné;on;jednotné
!;;!;
Ak;;Ak;
mu;jednotné;mu;jednotné
nepomôžeš;jednotné;nepomôžeš;jednotné
,;;,;
zomrie;jednotné;zomrie;jednotné
!;;!;
“;;“;
“;;“;
Mal;jednotné;Mal;jednotné
som;jednotné;som;jednotné
vedieť;;vedieť;
,;;,;
že;;že;
to;jednotné;to;jednotné
je;jednotné;je;jednotné
tvoja;jednotné;tvoja;jednotné
práca;jednotné;práca;jednotné
!;;!;
“;;“;
Titan;jednotné;Titan;jednotné
Ľadovec;jednotné;Ľadovec;jednotné
dokončil;jednotné;dokončil;jednotné
jeho;jednotné;jeho;jednotné
dielo;jednotné;dielo;jednotné
a;;a;
zmrazil;jednotné;zmrazil;jednotné
lávu;jednotné;lávu;jednotné
dychom;jednotné;dychom;jednotné
.;;.;
Bojuj;jednotné;Bojuj;jednotné
!;;!;
“;;“;
prosíkal;jednotné;prosíkal;jednotné
ho;jednotné;ho;jednotné
Fil;jednotné;Fil;jednotné
.;;.;
Keď;;Keď;
Herkules;jednotné;Herkules;jednotné
počul;jednotné;počul;jednotné
tie;množné;tie;množné
slová;množné;slová;množné
,;;,;
vrátila;jednotné;vrátila;jednotné
sa;;sa;
mu;jednotné;mu;jednotné
odvaha;jednotné;odvaha;jednotné
.;;.;
“;;“;
Tak;;Tak;
vidíš;jednotné;vidíš;jednotné
!;;!;
Herkules;jednotné;Herkules;jednotné
sa;;sa;
snažil;jednotné;snažil;jednotné
stĺp;jednotné;stĺp;jednotné
odvaliť;;odvaliť;
,;;,;
vtedy;;vtedy;
sa;;sa;
mu;jednotné;mu;jednotné
vrátila;jednotné;vrátila;jednotné
sila;jednotné;sila;jednotné
.;;.;
Musíš;jednotné;Musíš;jednotné
ísť;;ísť;
na;;na;
Olymp;jednotné;Olymp;jednotné
,;;,;
musíš;jednotné;musíš;jednotné
ho;jednotné;ho;jednotné
zastaviť;;zastaviť;
.;;.;
“;;“;
Herkules;jednotné;Herkules;jednotné
sa;;sa;
náhlil;jednotné;náhlil;jednotné
na;;na;
Olymp;jednotné;Olymp;jednotné
.;;.;
Zhrozený;jednotné;Zhrozený;jednotné
Herkules;jednotné;Herkules;jednotné
si;;si;
uvedomil;jednotné;uvedomil;jednotné
,;;,;
že;;že;
Hádes;jednotné;Hádes;jednotné
má;jednotné;má;jednotné
na;;na;
mysli;jednotné;mysli;jednotné
Meg;jednotné;Meg;jednotné
.;;.;
“;;“;
To;jednotné;To;jednotné
sa;;sa;
nemalo;jednotné;nemalo;jednotné
stať;;stať;
!;;!;
“;;“;
kričal;jednotné;kričal;jednotné
nešťastný;jednotné;nešťastný;jednotné
Herkules;jednotné;Herkules;jednotné
.;;.;
“;;“;
Je;jednotné;Je;jednotné
mi;jednotné;mi;jednotné
to;jednotné;to;jednotné
ľúto;;ľúto;
,;;,;
chlapče;jednotné;chlapče;jednotné
,;;,;
“;;“;
smutne;;smutne;
mu;jednotné;mu;jednotné
vravel;jednotné;vravel;jednotné
Fil;jednotné;Fil;jednotné
.;;.;
“;;“;
Ale;;Ale;
sú;množné;sú;množné
veci;množné;veci;množné
,;;,;
ktoré;jednotné;ktoré;množné
nemôžeš;jednotné;nemôžeš;jednotné
zmeniť;;zmeniť;
ani;;ani;
ty;jednotné;ty;jednotné
!;;!;
“;;“;
Herkulovi;jednotné;Herkulovi;jednotné
sa;;sa;
na;;na;
tvári;jednotné;tvári;jednotné
zračilo;jednotné;zračilo;jednotné
záhadné;jednotné;záhadné;jednotné
odhodlanie;jednotné;odhodlanie;jednotné
.;;.;
Herkules;jednotné;Herkules;jednotné
prišiel;jednotné;prišiel;jednotné
do;;do;
podsvetia;jednotné;podsvetia;jednotné
vo;;vo;
chvíli;jednotné;chvíli;jednotné
,;;,;
keď;;keď;
Megina;jednotné;Megina;jednotné
duša;jednotné;duša;jednotné
vošla;jednotné;vošla;jednotné
do;;do;
Hádesovej;jednotné;Hádesovej;jednotné
jaskyne;jednotné;jaskyne;jednotné
smrti;jednotné;smrti;jednotné
.;;.;
“;;“;
Ty;jednotné;Ty;jednotné
rád;jednotné;rád;jednotné
vyjednávaš;jednotné;vyjednávaš;jednotné
,;;,;
“;;“;
povedal;jednotné;povedal;jednotné
Herkules;jednotné;Herkules;jednotné
.;;.;
Hádes;jednotné;Hádes;jednotné
chvíľu;jednotné;chvíľu;jednotné
premýšľal;jednotné;premýšľal;jednotné
.;;.;
“;;“;
Dobre;;Dobre;
,;;,;
“;;“;
súhlasil;jednotné;súhlasil;jednotné
.;;.;
“;;“;
Vezmi;jednotné;Vezmi;jednotné
ju;jednotné;ju;jednotné
stadiaľ;;stadiaľ;
,;;,;
ona;jednotné;ona;jednotné
odíde;jednotné;odíde;jednotné
,;;,;
a;;a;
ty;jednotné;ty;jednotné
ostaneš;jednotné;ostaneš;jednotné
.;;.;
“;;“;
Herkules;jednotné;Herkules;jednotné
skočil;jednotné;skočil;jednotné
do;;do;
jaskyne;jednotné;jaskyne;jednotné
smrti;jednotné;smrti;jednotné
,;;,;
aby;;aby;
zachránil;jednotné;zachránil;jednotné
Meginu;jednotné;Meginu;jednotné
dušu;jednotné;dušu;jednotné
,;;,;
a;;a;
z;;z;
mládenca;jednotné;mládenca;jednotné
sa;;sa;
razom;;razom;
stal;jednotné;stal;jednotné
starec;jednotné;starec;jednotné
na;;na;
pokraji;jednotné;pokraji;jednotné
smrti;jednotné;smrti;jednotné
.;;.;
“;;“;
Ty;jednotné;Ty;jednotné
nemôžeš;jednotné;nemôžeš;jednotné
žiť;;žiť;
!;;!;
Keď;;Keď;
Herkules;jednotné;Herkules;jednotné
vynášal;jednotné;vynášal;jednotné
Meg;jednotné;Meg;jednotné
z;;z;
jaskyne;jednotné;jaskyne;jednotné
smrti;jednotné;smrti;jednotné
,;;,;
Hádes;jednotné;Hádes;jednotné
sa;;sa;
usiloval;jednotné;usiloval;jednotné
zľahčiť;;zľahčiť;
svoju;jednotné;svoju;jednotné
chybu;jednotné;chybu;jednotné
.;;.;
Herkules;jednotné;Herkules;jednotné
si;;si;
ho;jednotné;ho;jednotné
však;;však;
nevšímal;jednotné;nevšímal;jednotné
.;;.;
Krútiace;množné;Krútiace;množné
sa;;sa;
duše;množné;duše;množné
mŕtvych;množné;mŕtvych;množné
stiahli;množné;stiahli;množné
pána;jednotné;pána;jednotné
podsvetia;jednotné;podsvetia;jednotné
medzi;;medzi;
seba;jednotné;seba;jednotné
.;;.;
Herkules;jednotné;Herkules;jednotné
odniesol;jednotné;odniesol;jednotné
Meginho;jednotné;Meginho;jednotné
ducha;jednotné;ducha;jednotné
k;;k;
telu;jednotné;telu;jednotné
.;;.;
Keď;;Keď;
sa;;sa;
telo;jednotné;telo;jednotné
spojilo;jednotné;spojilo;jednotné
s;;s;
dušou;jednotné;dušou;jednotné
,;;,;
dievčina;jednotné;dievčina;jednotné
zažmurkala;jednotné;zažmurkala;jednotné
a;;a;
otvorila;jednotné;otvorila;jednotné
oči;množné;oči;množné
.;;.;
Žije;jednotné;Žije;jednotné
!;;!;
“;;“;
Blahoželám;jednotné;Blahoželám;jednotné
,;;,;
zázračný;jednotné;zázračný;jednotné
silák;jednotné;silák;jednotné
,;;,;
“;;“;
povedala;jednotné;povedala;jednotné
Meg;jednotné;Meg;jednotné
so;;so;
slzami;množné;slzami;množné
v;;v;
očiach;množné;očiach;množné
.;;.;
“;;“;
Bude;jednotné;Bude;jednotné
z;;z;
teba;jednotné;teba;jednotné
čertovsky;;čertovsky;
dobrý;jednotné;dobrý;jednotné
boh;jednotné;boh;jednotné
!;;!;
“;;“;
Želám;jednotné;Želám;jednotné
si;;si;
ostať;;ostať;
s;;s;
ňou;jednotné;ňou;jednotné
na;;na;
Zemi;jednotné;Zemi;jednotné
.;;.;
Hoci;;Hoci;
mu;jednotné;mu;jednotné
bude;jednotné;bude;jednotné
chýbať;;chýbať;
,;;,;
Zeus;jednotné;Zeus;jednotné
vedel;jednotné;vedel;jednotné
,;;,;
že;;že;
Herkules;jednotné;Herkules;jednotné
konečne;;konečne;
našiel;jednotné;našiel;jednotné
svoje;jednotné;svoje;jednotné
šťastie;jednotné;šťastie;jednotné
.;;.;
Všetci;množné;Všetci;množné
sa;;sa;
uveličene;;uveličene;
zahľadeli;množné;zahľadeli;množné
hore;;hore;
.;;.;
Čujte;množné;Čujte;množné
,;;,;
čujte;množné;čujte;množné
!;;!;
Sopky;množné;Sopky;množné
vreli;množné;vreli;množné
,;;,;
vyčíňali;množné;vyčíňali;množné
búrky;množné;búrky;množné
a;;a;
zemetrasenia;množné;zemetrasenia;množné
,;;,;
svet;jednotné;svet;jednotné
bol;jednotné;bol;jednotné
plný;jednotné;plný;jednotné
zmätku;jednotné;zmätku;jednotné
a;;a;
veľkého;jednotné;veľkého;jednotné
zdesenia;jednotné;zdesenia;jednotné
.;;.;
Baghíra;jednotné;Baghíra;jednotné
prebehol;jednotné;prebehol;jednotné
po;;po;
oboch;množné;oboch;množné
brehoch;množné;brehoch;množné
rieky;jednotné;rieky;jednotné
,;;,;
až;;až;
natrafil;jednotné;natrafil;jednotné
na;;na;
topiaci;jednotné;topiaci;jednotné
sa;;sa;
člnok;jednotné;člnok;jednotné
.;;.;
“;;“;
Veď;;Veď;
je;jednotné;je;jednotné
to;jednotné;to;jednotné
ľudské;jednotné;ľudské;jednotné
mláďa;jednotné;mláďa;jednotné
!;;!;
“;;“;
zvolal;jednotné;zvolal;jednotné
.;;.;
Obrovský;jednotné;Obrovský;jednotné
panter;jednotné;panter;jednotné
zdvihol;jednotné;zdvihol;jednotné
košík;jednotné;košík;jednotné
a;;a;
opatrne;;opatrne;
ho;jednotné;ho;jednotné
položil;jednotné;položil;jednotné
na;;na;
breh;jednotné;breh;jednotné
.;;.;
“;;“;
Zachránil;jednotné;Zachránil;jednotné
som;jednotné;som;jednotné
ťa;jednotné;ťa;jednotné
pred;;pred;
riekou;jednotné;riekou;jednotné
,;;,;
ale;;ale;
čo;jednotné;čo;jednotné
si;;si;
teraz;;teraz;
s;;s;
tebou;jednotné;tebou;jednotné
počnem;jednotné;počnem;jednotné
?;;?;
Musím;jednotné;Musím;jednotné
rozmýšľať;;rozmýšľať;
.;;.;
“;;“;
A;;A;
vtedy;;vtedy;
dobráckemu;jednotné;dobráckemu;jednotné
panterovi;jednotné;panterovi;jednotné
čosi;jednotné;čosi;jednotné
napadlo;jednotné;napadlo;jednotné
.;;.;
Vedel;jednotné;Vedel;jednotné
,;;,;
že;;že;
v;;v;
neďalekej;jednotné;neďalekej;jednotné
jaskyni;jednotné;jaskyni;jednotné
žije;jednotné;žije;jednotné
vlčia;jednotné;vlčia;jednotné
rodinka;jednotné;rodinka;jednotné
,;;,;
ktorej;jednotné;ktorej;jednotné
sa;;sa;
nedávno;;nedávno;
narodili;množné;narodili;množné
mladé;množné;mladé;množné
vĺčatá;množné;vĺčatá;množné
.;;.;
Dieťa;jednotné;Dieťa;jednotné
prikývlo;jednotné;prikývlo;jednotné
,;;,;
akoby;;akoby;
mu;jednotné;mu;jednotné
rozumelo;jednotné;rozumelo;jednotné
.;;.;
“;;“;
Hneď;;Hneď;
ťa;jednotné;ťa;jednotné
tam;;tam;
odnesiem;jednotné;odnesiem;jednotné
.;;.;
“;;“;
Baghíra;jednotné;Baghíra;jednotné
nestrácal;jednotné;nestrácal;jednotné
ani;;ani;
chvíľu;jednotné;chvíľu;jednotné
,;;,;
zdvihol;jednotné;zdvihol;jednotné
košík;jednotné;košík;jednotné
a;;a;
odniesol;jednotné;odniesol;jednotné
ho;jednotné;ho;jednotné
k;;k;
jaskyni;jednotné;jaskyni;jednotné
.;;.;
Dieťa;jednotné;Dieťa;jednotné
spokojne;;spokojne;
ležalo;jednotné;ležalo;jednotné
a;;a;
nič;jednotné;nič;jednotné
nenaznačovalo;jednotné;nenaznačovalo;jednotné
,;;,;
že;;že;
sa;;sa;
vlci;množné;vlci;množné
chystajú;množné;chystajú;množné
vyjsť;;vyjsť;
z;;z;
jaskyne;jednotné;jaskyne;jednotné
.;;.;
Vtom;;Vtom;
sa;;sa;
dieťa;jednotné;dieťa;jednotné
rozkričalo;jednotné;rozkričalo;jednotné
a;;a;
prekvapený;jednotné;prekvapený;jednotné
Baghíra;jednotné;Baghíra;jednotné
uskočil;jednotné;uskočil;jednotné
.;;.;
Aké;množné;Aké;množné
zdravé;množné;zdravé;množné
pľúca;množné;pľúca;množné
má;jednotné;má;jednotné
to;jednotné;to;jednotné
ľudské;jednotné;ľudské;jednotné
mláďa;jednotné;mláďa;jednotné
!;;!;
Panterov;jednotné;Panterov;jednotné
nápad;jednotné;nápad;jednotné
však;;však;
zabral;jednotné;zabral;jednotné
.;;.;
Len;;Len;
čo;;čo;
stačil;jednotné;stačil;jednotné
dobehnúť;;dobehnúť;
do;;do;
úkrytu;jednotné;úkrytu;jednotné
,;;,;
z;;z;
jaskyne;jednotné;jaskyne;jednotné
vytrielila;jednotné;vytrielila;jednotné
svorka;jednotné;svorka;jednotné
vĺčat;množné;vĺčat;množné
.;;.;
Baghíra;jednotné;Baghíra;jednotné
sa;;sa;
popod;;popod;
fúzy;množné;fúzy;množné
usmial;jednotné;usmial;jednotné
.;;.;
“;;“;
Vedel;jednotné;Vedel;jednotné
som;jednotné;som;jednotné
,;;,;
že;;že;
s;;s;
mamkou;jednotné;mamkou;jednotné
vlčicou;jednotné;vlčicou;jednotné
problémy;množné;problémy;množné
nebudú;množné;nebudú;množné
.;;.;
“;;“;
Ale;;Ale;
keď;;keď;
veľký;jednotné;veľký;jednotné
vlk;jednotné;vlk;jednotné
vopchal;jednotné;vopchal;jednotné
do;;do;
košíka;jednotné;košíka;jednotné
ňufák;jednotné;ňufák;jednotné
,;;,;
bábätko;jednotné;bábätko;jednotné
sa;;sa;
zasmialo;jednotné;zasmialo;jednotné
.;;.;
Baghíra;jednotné;Baghíra;jednotné
zatajil;jednotné;zatajil;jednotné
dych;jednotné;dych;jednotné
.;;.;
Veľký;jednotné;Veľký;jednotné
panter;jednotné;panter;jednotné
si;;si;
zhlboka;;zhlboka;
vydýchol;jednotné;vydýchol;jednotné
.;;.;
Všetko;jednotné;Všetko;jednotné
bude;jednotné;bude;jednotné
v;;v;
poriadku;jednotné;poriadku;jednotné
.;;.;
Vlčia;jednotné;Vlčia;jednotné
rodinka;jednotné;rodinka;jednotné
prijala;jednotné;prijala;jednotné
ľudské;jednotné;ľudské;jednotné
mláďa;jednotné;mláďa;jednotné
.;;.;
Prešlo;jednotné;Prešlo;jednotné
desať;jednotné;desať;jednotné
období;množné;období;množné
dažďov;množné;dažďov;množné
a;;a;
za;;za;
tie;množné;tie;množné
roky;množné;roky;množné
ľudské;jednotné;ľudské;jednotné
mláďa;jednotné;mláďa;jednotné
vyrástlo;jednotné;vyrástlo;jednotné
.;;.;
Mauglí;jednotné;Mauglí;jednotné
miloval;jednotné;miloval;jednotné
svoju;jednotné;svoju;jednotné
rodinu;jednotné;rodinu;jednotné
.;;.;
V;;V;
džungli;jednotné;džungli;jednotné
by;;by;
ste;množné;ste;množné
nenašli;množné;nenašli;množné
šťastnejšieho;jednotné;šťastnejšieho;jednotné
tvora;jednotné;tvora;jednotné
.;;.;
Vlci;množné;Vlci;množné
sa;;sa;
zhromaždili;množné;zhromaždili;množné
na;;na;
Veľkej;jednotné;Veľkej;jednotné
skale;jednotné;skale;jednotné
.;;.;
Vlci;množné;Vlci;množné
súhlasne;;súhlasne;
pokývali;množné;pokývali;množné
hlavami;množné;hlavami;množné
.;;.;
“;;“;
Ľudské;jednotné;Ľudské;jednotné
mláďa;jednotné;mláďa;jednotné
musí;jednotné;musí;jednotné
v;;v;
záujme;jednotné;záujme;jednotné
bezpečia;jednotné;bezpečia;jednotné
odísť;;odísť;
.;;.;
“;;“;
No;;No;
teraz;;teraz;
ho;jednotné;ho;jednotné
Akéla;jednotné;Akéla;jednotné
zavolal;jednotné;zavolal;jednotné
.;;.;
“;;“;
Prosím;;Prosím;
,;;,;
poď;jednotné;poď;jednotné
sem;;sem;
,;;,;
Ráma;jednotné;Ráma;jednotné
!;;!;
“;;“;
“;;“;
Ľudské;jednotné;Ľudské;jednotné
mláďa;jednotné;mláďa;jednotné
nemôže;jednotné;nemôže;jednotné
ostať;;ostať;
so;;so;
svorkou;jednotné;svorkou;jednotné
