Slovo;Rod;Slovo2;Rod2
jeho;mužský neživotný;jeho;mužský neživotný
pohľad;mužský neživotný;pohľad;mužský neživotný
.;;.;
Obyčajne;;Obyčajne;
k;;k;
nám;všeobecný;nám;všeobecný
chodieval;mužský životný;chodieval;mužský životný
večer;;večer;
.;;.;
Poznali;všeobecný;Poznali;všeobecný
sme;;sme;
ho;mužský životný;ho;mužský životný
podľa;;podľa;
klopania;stredný;klopania;stredný
,;;,;
boli;mužský neživotný;boli;mužský neživotný
to;stredný;to;stredný
tri;mužský neživotný;tri;mužský neživotný
ľahké;mužský neživotný;ľahké;mužský neživotný
údery;mužský neživotný;údery;mužský neživotný
.;;.;
A;;A;
pila;ženský;pila;ženský
.;;.;
Vtedy;;Vtedy;
mohol;mužský životný;mohol;mužský životný
klopať;;klopať;
ktokoľvek;mužský životný;ktokoľvek;mužský životný
,;;,;
my;všeobecný;my;všeobecný
sme;;sme;
neotvárali;všeobecný;neotvárali;všeobecný
.;;.;
Teraz;;Teraz;
sa;;sa;
v;;v;
noci;ženský;noci;ženský
budievam;;budievam;
zo;;zo;
spánku;mužský neživotný;spánku;mužský neživotný
a;;a;
hrdlo;stredný;hrdlo;stredný
mi;všeobecný;mi;všeobecný
zviera;;zviera;
úzkosť;ženský;úzkosť;ženský
:;;:;
trápi;;trápi;
ma;všeobecný;ma;všeobecný
nočná;ženský;nočná;ženský
mora;ženský;mora;ženský
,;;,;
že;;že;
aj;;aj;
ja;všeobecný;ja;všeobecný
som;;som;
v;;v;
dave;mužský neživotný;dave;mužský neživotný
,;;,;
ktorý;mužský neživotný;ktorý;mužský neživotný
ženie;;ženie;
mamu;ženský;mamu;ženský
v;;v;
ústrety;;ústrety;
smrti;ženský;smrti;ženský
.;;.;
Často;;Často;
sa;;sa;
pokúšam;;pokúšam;
nájsť;;nájsť;
nejaké;stredný;nejaké;stredný
vysvetlenie;stredný;vysvetlenie;stredný
,;;,;
prečo;;prečo;
som;;som;
ju;ženský;ju;ženský
vtedy;;vtedy;
nenávidela;ženský;nenávidela;ženský
.;;.;
Ale;;Ale;
špirála;ženský;špirála;ženský
úvah;ženský;úvah;ženský
ma;všeobecný;ma;všeobecný
vedie;;vedie;
k;;k;
nejasnému;mužský neživotný;nejasnému;mužský neživotný
záveru;mužský neživotný;záveru;mužský neživotný
.;;.;
Utekala;ženský;Utekala;ženský
som;;som;
otvoriť;;otvoriť;
dvere;ženský;dvere;ženský
.;;.;
Mama;ženský;Mama;ženský
mi;všeobecný;mi;všeobecný
o;;o;
ňom;mužský životný;ňom;mužský životný
nikdy;;nikdy;
predtým;;predtým;
nerozprávala;ženský;nerozprávala;ženský
.;;.;
Nemohli;všeobecný;Nemohli;všeobecný
sme;;sme;
k;;k;
nej;ženský;nej;ženský
chodievať;;chodievať;
,;;,;
ani;;ani;
ona;ženský;ona;ženský
nemohla;ženský;nemohla;ženský
chodievať;;chodievať;
k;;k;
nám;všeobecný;nám;všeobecný
.;;.;
Práve;;Práve;
som;;som;
ležala;ženský;ležala;ženský
na;;na;
pohovke;ženský;pohovke;ženský
.;;.;
Povedal;mužský životný;Povedal;mužský životný
,;;,;
že;;že;
môjho;mužský životný;môjho;mužský životný
starého;mužský životný;starého;mužský životný
otca;mužský životný;otca;mužský životný
zabili;mužský životný;zabili;mužský životný
,;;,;
lebo;;lebo;
tak;;tak;
prikázal;mužský životný;prikázal;mužský životný
Hádes;mužský životný;Hádes;mužský životný
.;;.;
Neviem;;Neviem;
,;;,;
či;;či;
na;;na;
mňa;všeobecný;mňa;všeobecný
viac;stredný;viac;stredný
zapôsobila;ženský;zapôsobila;ženský
skutočnosť;ženský;skutočnosť;ženský
,;;,;
že;;že;
môjho;mužský životný;môjho;mužský životný
starého;mužský životný;starého;mužský životný
otca;mužský životný;otca;mužský životný
zabili;mužský životný;zabili;mužský životný
,;;,;
alebo;;alebo;
meno;stredný;meno;stredný
Hádes;mužský životný;Hádes;mužský životný
,;;,;
ktoré;stredný;ktoré;stredný
náš;mužský životný;náš;mužský životný
hosť;mužský životný;hosť;mužský životný
ticho;;ticho;
precedil;mužský životný;precedil;mužský životný
cez;;cez;
zuby;mužský neživotný;zuby;mužský neživotný
.;;.;
To;stredný;To;stredný
je;;je;
lož;ženský;lož;ženský
!;;!;
Hádes;mužský životný;Hádes;mužský životný
nemohol;mužský životný;nemohol;mužský životný
pokojne;;pokojne;
spávať;;spávať;
,;;,;
kým;;kým;
sa;;sa;
nepresvedčil;mužský životný;nepresvedčil;mužský životný
,;;,;
že;;že;
tvoj;mužský životný;tvoj;mužský životný
otec;mužský životný;otec;mužský životný
je;;je;
mŕtvy;mužský životný;mŕtvy;mužský životný
.;;.;
Mama;ženský;Mama;ženský
sa;;sa;
zrejme;;zrejme;
nemohla;ženský;nemohla;ženský
utešiť;;utešiť;
tým;stredný;tým;stredný
,;;,;
že;;že;
jej;mužský životný;jej;mužský životný
otcovi;mužský životný;otcovi;mužský životný
zostalo;stredný;zostalo;stredný
meno;stredný;meno;stredný
.;;.;
Zachvátil;mužský neživotný;Zachvátil;mužský neživotný
ju;ženský;ju;ženský
vzlykot;mužský neživotný;vzlykot;mužský neživotný
.;;.;
Dodala;ženský;Dodala;ženský
,;;,;
že;;že;
vtedy;;vtedy;
bola;ženský;bola;ženský
malá;ženský;malá;ženský
.;;.;
Ani;;Ani;
som;;som;
sa;;sa;
nepohla;ženský;nepohla;ženský
.;;.;
Byvol;mužský životný;Byvol;mužský životný
bol;mužský životný;bol;mužský životný
veľký;mužský životný;veľký;mužský životný
,;;,;
byvolica;ženský;byvolica;ženský
malá;ženský;malá;ženský
.;;.;
Pohľad;mužský neživotný;Pohľad;mužský neživotný
,;;,;
ktorý;mužský neživotný;ktorý;mužský neživotný
sa;;sa;
mi;všeobecný;mi;všeobecný
naskytol;mužský neživotný;naskytol;mužský neživotný
,;;,;
ma;všeobecný;ma;všeobecný
vydesil;mužský neživotný;vydesil;mužský neživotný
.;;.;
Sergej;mužský životný;Sergej;mužský životný
,;;,;
ktorému;mužský životný;ktorému;mužský životný
pohľad;mužský neživotný;pohľad;mužský neživotný
na;;na;
zvieratá;stredný;zvieratá;stredný
spôsoboval;mužský neživotný;spôsoboval;mužský neživotný
pôžitok;mužský neživotný;pôžitok;mužský neživotný
,;;,;
začal;mužský životný;začal;mužský životný
zo;;zo;
seba;všeobecný;seba;všeobecný
vyrážať;;vyrážať;
akési;mužský neživotný;akési;mužský neživotný
výkriky;mužský neživotný;výkriky;mužský neživotný
.;;.;
Ale;;Ale;
ani;;ani;
to;stredný;to;stredný
som;;som;
neurobila;ženský;neurobila;ženský
.;;.;
Mamina;ženský;Mamina;ženský
cesta;ženský;cesta;ženský
do;;do;
priepasti;ženský;priepasti;ženský
sa;;sa;
začala;ženský;začala;ženský
o;;o;
niečo;stredný;niečo;stredný
neskôr;;neskôr;
.;;.;
Každý;mužský neživotný;Každý;mužský neživotný
deň;mužský neživotný;deň;mužský neživotný
som;;som;
chodievala;ženský;chodievala;ženský
do;;do;
školy;ženský;školy;ženský
spolu;;spolu;
s;;s;
mamou;ženský;mamou;ženský
.;;.;
Keď;;Keď;
sme;;sme;
asi;;asi;
hodinu;ženský;hodinu;ženský
kráčali;všeobecný;kráčali;všeobecný
po;;po;
ceste;ženský;ceste;ženský
pre;;pre;
vozy;mužský neživotný;vozy;mužský neživotný
,;;,;
mama;ženský;mama;ženský
odbočovala;ženský;odbočovala;ženský
ku;;ku;
kravínom;mužský neživotný;kravínom;mužský neživotný
a;;a;
ja;všeobecný;ja;všeobecný
som;;som;
išla;ženský;išla;ženský
ďalej;;ďalej;
do;;do;
školy;ženský;školy;ženský
.;;.;
Znamenalo;stredný;Znamenalo;stredný
to;stredný;to;stredný
,;;,;
že;;že;
mama;ženský;mama;ženský
ma;všeobecný;ma;všeobecný
nepustí;;nepustí;
do;;do;
školy;ženský;školy;ženský
.;;.;
Bolo;stredný;Bolo;stredný
to;stredný;to;stredný
veľmi;;veľmi;
zaujímavé;stredný;zaujímavé;stredný
.;;.;
Niekedy;;Niekedy;
sa;;sa;
objavovali;mužský životný;objavovali;mužský životný
obyvatelia;mužský životný;obyvatelia;mužský životný
Čarodejníckej;ženský;Čarodejníckej;ženský
vily;ženský;vily;ženský
,;;,;
všetkých;mužský životný;všetkých;mužský životný
som;;som;
poznala;ženský;poznala;ženský
a;;a;
vedela;ženský;vedela;ženský
som;;som;
,;;,;
aký;mužský neživotný;aký;mužský neživotný
bol;mužský neživotný;bol;mužský neživotný
osud;mužský neživotný;osud;mužský neživotný
každého;mužský životný;každého;mužský životný
z;;z;
nich;mužský životný;nich;mužský životný
.;;.;
Poznala;ženský;Poznala;ženský
som;;som;
aj;;aj;
všelijaké;ženský;všelijaké;ženský
iné;ženský;iné;ženský
historky;ženský;historky;ženský
,;;,;
podozvedala;ženský;podozvedala;ženský
som;;som;
sa;;sa;
ich;ženský;ich;ženský
,;;,;
keď;;keď;
k;;k;
mame;ženský;mame;ženský
chodili;ženský;chodili;ženský
na;;na;
návštevu;ženský;návštevu;ženský
ženy;ženský;ženy;ženský
.;;.;
Hoci;;Hoci;
bývali;mužský životný;bývali;mužský životný
naproti;;naproti;
,;;,;
vídala;ženský;vídala;ženský
som;;som;
ich;stredný;ich;stredný
zriedka;;zriedka;
.;;.;
V;;V;
ten;mužský neživotný;ten;mužský neživotný
deň;mužský neživotný;deň;mužský neživotný
,;;,;
keď;;keď;
som;;som;
sa;;sa;
prebudila;ženský;prebudila;ženský
chorá;ženský;chorá;ženský
,;;,;
som;;som;
sledovala;ženský;sledovala;ženský
z;;z;
obloka;mužský neživotný;obloka;mužský neživotný
návrat;mužský neživotný;návrat;mužský neživotný
osadenstva;stredný;osadenstva;stredný
vily;ženský;vily;ženský
.;;.;
Najskôr;;Najskôr;
prišli;mužský životný;prišli;mužský životný
spomenutí;mužský životný;spomenutí;mužský životný
krásni;mužský životný;krásni;mužský životný
mladí;mužský životný;mladí;mužský životný
,;;,;
nakoniec;;nakoniec;
Zhlúpnutý;mužský životný;Zhlúpnutý;mužský životný
Sokrates;mužský životný;Sokrates;mužský životný
.;;.;
Všetci;mužský životný;Všetci;mužský životný
boli;mužský životný;boli;mužský životný
čierni;mužský životný;čierni;mužský životný
od;;od;
špiny;ženský;špiny;ženský
a;;a;
celí;mužský životný;celí;mužský životný
zaprášení;mužský životný;zaprášení;mužský životný
.;;.;
Chýbala;ženský;Chýbala;ženský
moja;ženský;moja;ženský
mama;ženský;mama;ženský
.;;.;
Prešla;ženský;Prešla;ženský
hodina;ženský;hodina;ženský
,;;,;
a;;a;
mama;ženský;mama;ženský
nechodila;ženský;nechodila;ženský
.;;.;
Bol;mužský neživotný;Bol;mužský neživotný
to;stredný;to;stredný
pochmúrny;mužský neživotný;pochmúrny;mužský neživotný
deň;mužský neživotný;deň;mužský neživotný
,;;,;
oblaky;mužský neživotný;oblaky;mužský neživotný
viseli;mužský neživotný;viseli;mužský neživotný
nízko;;nízko;
,;;,;
smerom;mužský neživotný;smerom;mužský neživotný
k;;k;
močiaru;mužský neživotný;močiaru;mužský neživotný
udierali;mužský neživotný;udierali;mužský neživotný
blesky;mužský neživotný;blesky;mužský neživotný
.;;.;
Mamu;ženský;Mamu;ženský
som;;som;
zbadala;ženský;zbadala;ženský
na;;na;
rovine;ženský;rovine;ženský
,;;,;
keď;;keď;
sa;;sa;
na;;na;
nebi;stredný;nebi;stredný
zablyslo;stredný;zablyslo;stredný
a;;a;
rozľahol;mužský neživotný;rozľahol;mužský neživotný
sa;;sa;
mocný;mužský neživotný;mocný;mužský neživotný
hrom;mužský neživotný;hrom;mužský neživotný
.;;.;
Mama;ženský;Mama;ženský
sa;;sa;
blížila;ženský;blížila;ženský
spolu;;spolu;
s;;s;
ním;mužský životný;ním;mužský neživotný
.;;.;
A;;A;
prišli;mužský životný;prišli;neurčiteľný
naraz;;naraz;
,;;,;
mama;ženský;mama;ženský
do;;do;
izby;ženský;izby;ženský
a;;a;
prudký;mužský neživotný;prudký;mužský neživotný
lejak;mužský neživotný;lejak;mužský neživotný
do;;do;
obloka;mužský neživotný;obloka;mužský neživotný
.;;.;
Keď;;Keď;
sa;;sa;
ku;;ku;
mne;všeobecný;mne;všeobecný
sklonila;ženský;sklonila;ženský
,;;,;
že;;že;
ma;všeobecný;ma;všeobecný
pobozká;;pobozká;
,;;,;
zacítila;ženský;zacítila;ženský
som;;som;
pach;mužský neživotný;pach;mužský neživotný
alkoholu;mužský neživotný;alkoholu;mužský neživotný
.;;.;
Mama;ženský;Mama;ženský
pila;ženský;pila;ženský
doma;;doma;
,;;,;
nikdy;;nikdy;
sa;;sa;
nestalo;stredný;nestalo;stredný
,;;,;
že;;že;
by;;by;
sa;;sa;
vrátila;ženský;vrátila;ženský
z;;z;
kravínov;mužský neživotný;kravínov;mužský neživotný
a;;a;
razila;ženský;razila;ženský
alkoholom;mužský neživotný;alkoholom;mužský neživotný
.;;.;
Nechávala;ženský;Nechávala;ženský
ich;ženský;ich;ženský
tam;;tam;
,;;,;
ale;;ale;
v;;v;
šatách;ženský;šatách;ženský
prinášala;ženský;prinášala;ženský
domov;;domov;
zápach;mužský neživotný;zápach;mužský neživotný
kravína;mužský neživotný;kravína;mužský neživotný
.;;.;
Márne;;Márne;
sa;;sa;
prezliekala;ženský;prezliekala;ženský
,;;,;
v;;v;
našej;ženský;našej;ženský
izbe;ženský;izbe;ženský
sa;;sa;
vždy;;vždy;
našlo;stredný;našlo;stredný
niečo;stredný;niečo;stredný
,;;,;
čo;stredný;čo;stredný
smrdelo;stredný;smrdelo;stredný
kravínom;mužský neživotný;kravínom;mužský neživotný
.;;.;
Bol;mužský životný;Bol;mužský neživotný
to;stredný;to;stredný
tranzistor;mužský neživotný;tranzistor;mužský neživotný
značky;ženský;značky;ženský
Iliria;ženský;Iliria;ženský
.;;.;
Mama;ženský;Mama;ženský
ho;mužský neživotný;ho;mužský neživotný
priniesla;ženský;priniesla;ženský
len;;len;
pre;;pre;
mňa;všeobecný;mňa;všeobecný
.;;.;
Tú;ženský;Tú;ženský
reláciu;ženský;reláciu;ženský
som;;som;
zbožňovala;ženský;zbožňovala;ženský
.;;.;
Spolu;;Spolu;
s;;s;
ním;mužský životný;ním;mužský životný
bývala;ženský;bývala;ženský
v;;v;
tom;mužský neživotný;tom;mužský neživotný
istom;mužský neživotný;istom;mužský neživotný
byte;mužský neživotný;byte;mužský neživotný
aj;;aj;
rodina;ženský;rodina;ženský
s;;s;
troma;mužský životný;troma;mužský životný
veľkými;mužský životný;veľkými;mužský životný
mládencami;mužský životný;mládencami;mužský životný
.;;.;
Neviem;;Neviem;
,;;,;
čo;stredný;čo;stredný
mama;ženský;mama;ženský
urobila;ženský;urobila;ženský
,;;,;
že;;že;
jej;ženský;jej;ženský
dali;mužský životný;dali;mužský životný
pokoj;mužský neživotný;pokoj;mužský neživotný
.;;.;
Odpovedala;ženský;Odpovedala;ženský
mi;všeobecný;mi;všeobecný
vyhýbavo;;vyhýbavo;
.;;.;
Nekúpila;ženský;Nekúpila;ženský
som;;som;
ho;mužský neživotný;ho;mužský neživotný
,;;,;
povedala;ženský;povedala;ženský
,;;,;
priniesla;ženský;priniesla;ženský
som;;som;
ti;všeobecný;ti;všeobecný
ho;mužský neživotný;ho;mužský neživotný
.;;.;
Táto;ženský;Táto;ženský
odpoveď;ženský;odpoveď;ženský
mi;všeobecný;mi;všeobecný
stačila;ženský;stačila;ženský
.;;.;
Musel;mužský neživotný;Musel;mužský neživotný
to;stredný;to;stredný
byť;;byť;
štvrtý;mužský neživotný;štvrtý;mužský neživotný
alebo;;alebo;
piaty;mužský neživotný;piaty;mužský neživotný
list;mužský neživotný;list;mužský neživotný
od;;od;
otca;mužský životný;otca;mužský životný
.;;.;
Keď;;Keď;
mama;ženský;mama;ženský
v;;v;
ten;mužský neživotný;ten;mužský neživotný
deň;mužský neživotný;deň;mužský neživotný
dočítala;ženský;dočítala;ženský
list;mužský neživotný;list;mužský neživotný
,;;,;
neplakala;ženský;neplakala;ženský
.;;.;
Vypla;ženský;Vypla;ženský
som;;som;
tranzistor;mužský neživotný;tranzistor;mužský neživotný
.;;.;
A;;A;
neutekala;ženský;neutekala;ženský
som;;som;
otvoriť;;otvoriť;
.;;.;
Mama;ženský;Mama;ženský
mi;všeobecný;mi;všeobecný
naznačila;ženský;naznačila;ženský
,;;,;
že;;že;
nemám;;nemám;
otvárať;;otvárať;
.;;.;
O;;O;
niekoľko;stredný;niekoľko;stredný
dní;mužský neživotný;dní;mužský neživotný
zmenila;ženský;zmenila;ženský
pracovné;stredný;pracovné;stredný
miesto;stredný;miesto;stredný
:;;:;
z;;z;
kravínov;mužský neživotný;kravínov;mužský neživotný
prešla;ženský;prešla;ženský
do;;do;
kancelárií;ženský;kancelárií;ženský
na;;na;
družstve;stredný;družstve;stredný
,;;,;
stala;ženský;stala;ženský
sa;;sa;
upratovačkou;ženský;upratovačkou;ženský
.;;.;
Nemohla;ženský;Nemohla;ženský
som;;som;
chápať;;chápať;
súvislosti;ženský;súvislosti;ženský
tejto;ženský;tejto;ženský
zmeny;ženský;zmeny;ženský
.;;.;
Prichádzali;mužský životný;Prichádzali;mužský životný
tam;;tam;
,;;,;
keď;;keď;
si;;si;
ich;mužský životný;ich;mužský životný
predvolal;mužský životný;predvolal;mužský životný
Cerberus;mužský životný;Cerberus;mužský životný
.;;.;
To;stredný;To;stredný
všetko;stredný;všetko;stredný
mi;všeobecný;mi;všeobecný
jedného;mužský neživotný;jedného;mužský neživotný
dňa;mužský neživotný;dňa;mužský neživotný
porozprával;mužský životný;porozprával;mužský životný
Sergej;mužský životný;Sergej;mužský životný
,;;,;
pri;;pri;
močiari;mužský neživotný;močiari;mužský neživotný
.;;.;
Spočiatku;;Spočiatku;
som;;som;
svoje;stredný;svoje;stredný
utrpenie;stredný;utrpenie;stredný
dusila;ženský;dusila;ženský
v;;v;
sebe;všeobecný;sebe;všeobecný
.;;.;
Rozrývalo;stredný;Rozrývalo;stredný
mi;všeobecný;mi;všeobecný
to;stredný;to;stredný
dušu;ženský;dušu;ženský
a;;a;
ničilo;stredný;ničilo;stredný
nervy;mužský neživotný;nervy;mužský neživotný
.;;.;
Vyšla;ženský;Vyšla;ženský
z;;z;
kancelárií;ženský;kancelárií;ženský
a;;a;
zamierila;ženský;zamierila;ženský
rovno;;rovno;
do;;do;
Cerberovho;mužský neživotný;Cerberovho;mužský neživotný
brlohu;mužský neživotný;brlohu;mužský neživotný
.;;.;
Odišla;ženský;Odišla;ženský
som;;som;
preč;;preč;
.;;.;
A;;A;
slabých;ženský;slabých;ženský
bytostí;ženský;bytostí;ženský
,;;,;
ako;;ako;
bola;ženský;bola;ženský
mama;ženský;mama;ženský
.;;.;
S;;S;
korytnačkami;ženský;korytnačkami;ženský
.;;.;
S;;S;
chrobákmi;mužský neživotný;chrobákmi;mužský neživotný
.;;.;
Keby;;Keby;
som;;som;
ich;mužský životný;ich;mužský životný
mohla;ženský;mohla;ženský
premeniť;;premeniť;
na;;na;
chrobáky;mužský neživotný;chrobáky;mužský neživotný
,;;,;
obidvoch;mužský životný;obidvoch;mužský životný
by;;by;
som;;som;
bez;;bez;
štipky;ženský;štipky;ženský
milosrdenstva;stredný;milosrdenstva;stredný
zabila;ženský;zabila;ženský
.;;.;
Keď;;Keď;
som;;som;
sa;;sa;
vrátila;ženský;vrátila;ženský
